population,deltafitness
aLHmX_Inn,0.210113666
aLHmX_Inn,0.059001537
aLHmX_Inn,0.08831372
aLHmX_Inn,0.087191116
aLHmX_Inn,0.088068627
aLHmX_Inn,0.11257203
aLHmX_Inn,0.088292638
aLHmX_Inn,0.179709086
aLHmX_Inn,0.099967639
aLHmX_Inn,0.089620029
aLHmX_Inn,0.154892631
aLHmX_Inn,0.127298041
aLHmX_Inn,0.181633376
aLHmX_Inn,0.097461443
aLHmX_Inn,0.18950056
aLHmX_Inn,0.172027365
aLHmX_Inn,0.062842103
aLHmX_Inn,0.119993454
aLHmX_Inn,0.017570112
aLHmX_Inn,0.026392163
aLHmX_Inn,-0.04894945
aLHmX_Inn,0.064707886
aLHmX_Inn,0.1051508
aLHmX_Inn,0.057578699
aLHmX_Inn,0.015365744
aLHmX_Inn,0.113729315
aLHmX_Inn,-0.006468961
aLHmX_Inn,0.016918129
aLHmX_Inn,0.07396496
aLHmX_Inn,0.115202417
aLHmX_Inn,0.067683018
aLHmX_Inn,0.110539779
aLHmX_Inn,0.096265366
aLHmX_Inn,0.064188978
aLHmX_Inn,0.060498914
aLHmX_Inn,0.092704332
aLHmX_Inn,0.09022528
aLHmX_Inn,0.085553449
aLHmX_Inn,0.071928774
aLHmX_Inn,0.230629418
aLHmX_Inn,0.13352379
aLHmX_Inn,0.048533762
aLHmX_Inn,0.084266583
aLHmX_Inn,0.042994458
aLHmX_Inn,-0.011975085
aLHmX_Inn,0.032620228
aLHmX_Inn,0.138834115
aLHmX_Inn,0.099883086
aLHmX_Inn,0.084300573
aLHmX_Inn,0.119768215
aLHmX_Inn,0.088218088
aLHmX_Inn,0.021742984
aLHmX_Inn,0.030653462
aLHmX_Inn,0.098437657
aLHmX_Inn,0.062835079
aLHmX_Inn,0.033301362
aLHmX_Inn,0.022915837
aLHmX_Inn,-0.020285701
aLHmX_Inn,0.063881256
aLHmX_Inn,-0.004276563
aLHmX_Inn,0.045249034
aLHmX_Inn,0.038942985
aLHmX_Inn,0.091203903
aLHmX_Inn,0.093829291
aLHmX_Inn,0.060539317
aLHmX_Inn,0.008882183
aLHmX_Inn,0.036101153
aLHmX_Inn,0.018654798
aLHmX_Inn,0.060632067
aLHmX_Inn,0.054329398
aLHmX_Inn,0.000698395
aLHmX_Inn,0.153176437
aLHmX_Inn,0.112719926
aLHmX_Inn,0.099752805
aLHmX_Inn,0.072489394
aLHmX_Inn,0.015191691
aLHmX_Inn,0.126672635
aLHmX_Inn,0.093568813
aLHmX_Inn,-0.041124613
aLHmX_Inn,-0.018232003
aLHmX_Inn,0.090204379
aLHmX_Inn,0.152441069
aLHmX_Inn,0.083969735
aLHmX_Inn,0.109965775
aLHmX_Inn,0.120707683
aLHmX_Inn,0.057137312
aLHmX_Inn,0.011929662
aLHmX_Inn,0.05154146
aLHmX_Inn,0.063422153
aLHmX_Inn,0.044483134
aLHmX_Inn,0.014494615
aLHmX_Inn,0.057445808
aLHmX_Inn,0.027406139
aLHmX_Inn,0.132501302
aLHmX_Inn,-0.037940672
aLHmX_Inn,-0.033202422
aLHmX_Inn,0.12737241
aLHmX_Inn,0.005381657
aLHmX_Inn,-0.083441974
aLHmX_Inn,-0.000339409
aLHmX_Inn,-0.031292364
aLHmX_Inn,0.142051775
aLHmX_Inn,0.037488485
aLHmX_Inn,0.038854207
aLHmX_Inn,-0.018232505
aLHmX_Inn,-0.057499855
aLHmX_Inn,0.079141324
aLHmX_Inn,0.00027154
aLHmX_Inn,0.182048262
aLHmX_Inn,0.079032434
aLHmX_Inn,0.065552761
aLHmX_Inn,0.087279402
aLHmX_Inn,0.14023212
aLHmX_Inn,-0.07540235
aLHmX_Inn,0.080098208
aLHmX_Inn,0.101765306
aLHmX_Inn,0.090124725
aLHmX_Inn,0.121631102
aLHmX_Inn,0.208698721
aLHmX_Inn,0.091186431
aLHmX_Inn,0.124448675
aLHmX_Inn,0.029739967
aLHmX_Inn,-0.033014906
aLHmX_Inn,0.131766599
aLHmX_Inn,0.107512709
aLHmX_Inn,0.143272034
aLHmX_Inn,0.173195318
aLHmX_Inn,0.042919686
aLHmX_Inn,-0.002180417
aLHmX_Inn,0.068576122
aLHmX_Inn,0.125696947
aLHmX_Inn,0.154673842
aLHmX_Inn,0.140975312
aLHmX_Inn,-0.076255931
aLHmX_Inn,0.069585832
aLHmX_Inn,0.047789865
aLHmX_Inn,0.011534624
aLHmX_Inn,0.158735134
aLHmX_Inn,0.06027305
aLHmX_Inn,0.056979303
aLHmX_Inn,0.0364849
aLHmX_Inn,0.010290312
aLHmX_Inn,0.035431706
aLHmX_Inn,0.047460352
aLHmX_Inn,0.061893439
aLHmX_Inn,0.129607107
aLHmX_Inn,0.032187576
aLHmX_Inn,0.004112956
aLHmX_Inn,0.144496903
aLHmX_Inn,0.079561902
aLHmX_Inn,0.120770678
aLHmX_Inn,0.153102123
aLHmX_Inn,0.001316016
aLHmX_Inn,-0.005556546
aLHmX_Inn,0.027081409
aLHmX_Inn,0.052380088
aLHmX_Inn,0.052301788
aLHmX_Inn,0.040183295
aLHmX_Inn,0.00467669
aLHmX_Inn,0.142134499
aLHmX_Inn,0.010994474
aLHmX_Inn,0.123856827
aLHmX_Inn,0.072794561
aLHmX_Inn,0.108831411
aLHmX_Inn,0.01445692
aLHmX_Inn,0.080323164
aLHmX_Inn,0.023460784
aLHmX_Inn,0.080873227
aLHmX_Inn,0.067060792
aLHmX_Inn,0.174467799
aLHmX_Inn,0.062089819
aLHmX_Inn,-0.005911071
aLHmX_Inn,0.122550898
aLHmX_Inn,0.14528508
aLHmX_Inn,0.087611782
aLHmX_Inn,0.089782914
aLHmX_Inn,0.175680797
aLHmX_Inn,0.069063599
aLHmX_Inn,0.087860562
aLHmX_Inn,0.089767402
aLHmX_Inn,0.129383512
aLHmX_Inn,0.011320761
aLHmX_Inn,0.227054188
aLHmX_Inn,0.033723646
aLHmX_Inn,0.072601583
aLHmX_Inn,0.111103809
aLHmX_Inn,0.115771803
aLHmX_Inn,0.059159051
aLHmX_Inn,0.023887627
aLHmX_Inn,0.126092143
aLHmX_Inn,0.217068435
aLHmX_Inn,0.058541654
aLHmX_Inn,0.026210819
aLHmX_Inn,-0.017318872
aLHmX_Inn,0.037222259
aLHmX_Inn,0.075339169
aLHmX_Inn,0.005581191
aLHmX_Inn,0.031328257
aLHmX_Inn,0.069813926
aLHmX_Inn,0.033403975
aLHmX_Inn,0.011435238
aLHmX_Inn,0.157934838
aLHmX_Inn,0.004292958
aLHmX_Inn,0.154507325
aLHmX_Inn,0.079601
aLHmX_Inn,0.158406091
aLHmX_Inn,0.047823663
aLHmX_Inn,0.097305539
aLHmX_Inn,0.088919117
aLHmX_Inn,0.025443435
aLHmX_Inn,0.010677086
aLHmX_Inn,0.095857814
aLHmX_Inn,0.082808308
aLHmX_Inn,0.062131519
aLHmX_Inn,0.121601938
aLHmX_Inn,0.050505054
aLHmX_Inn,0.02483902
aLHmX_Inn,0.071968874
aLHmX_Inn,0.145368637
aLHmX_Inn,0.037329865
aLHmX_Inn,0.073810182
aLHmX_Inn,0.16631236
aLHmX_Inn,0.019423177
aLHmX_Inn,0.129082296
aLHmX_Inn,0.081789227
aLHmX_Inn,0.087571697
aLHmX_Inn,0.035303247
aLHmX_Inn,0.000716384
aLHmX_Inn,0.0513273
aLHmX_Inn,0.112450399
aLHmX_Inn,0.09753675
aLHmX_Inn,0.108349118
aLHmX_Inn,0.04501423
aLHmX_Inn,0.003874146
aLHmX_Inn,0.099494245
aLHmX_Inn,0.17806265
aLHmX_Inn,0.040564731
aLHmX_Inn,0.117061259
aLHmX_Inn,0.056497991
aLHmX_Inn,0.027896836
