population,deltaEggs
aInnY-LHm,-11.41111111
aInnY-LHm,-7.822222222
aInnY-LHm,-10.93333333
aInnY-LHm,-9.996296297
aInnY-LHm,-33.94074074
aInnY-LHm,-18.06481482
aInnY-LHm,-15.57962963
aInnY-LHm,-14.61851852
aInnY-LHm,-19.46296296
aInnY-LHm,-28.39074074
aInnY-LHm,-18.87592593
aInnY-LHm,-8.451851852
aInnY-LHm,-21.97037037
aInnY-LHm,-21.87962963
aInnY-LHm,-4.651851852
aInnY-LHm,-15.9
aInnY-LHm,-10.5
aInnY-LHm,-11.00185185
aInnY-LHm,-28.39259259
aInnY-LHm,-24.47592593
aInnY-LHm,-20.02037037
aInnY-LHm,-15.92962963
aInnY-LHm,-16.72777778
aInnY-LHm,-13.9037037
aInnY-LHm,-15.43333333
aInnY-LHm,-18.65925926
aInnY-LHm,-15.8537037
aInnY-LHm,-15.76851852
aInnY-LHm,-3.427777778
aInnY-LHm,-10.16296296
aInnY-LHm,-14.87407407
aInnY-LHm,-14.79444444
aInnY-LHm,-28.68518519
aInnY-LHm,-14.40740741
aInnY-LHm,-14.38888889
aInnY-LHm,-7.785185186
aInnY-LHm,-13.26296296
aInnY-LHm,-15.97962963
aInnY-LHm,-6.074074074
aInnY-LHm,-9.712962963
aInnY-LHm,-12.98148148
aInnY-LHm,-17.35740741
aInnY-LHm,-19.24814815
aInnY-LHm,-16.83518519
aInnY-LHm,-10.88888889
aInnY-LHm,-15.65740741
aInnY-LHm,-7.685185186
aInnY-LHm,-23.93518519
aInnY-LHm,-18.08888889
aInnY-LHm,-16.9962963
aInnY-LHm,-12.01666667
aInnY-LHm,-10.03888889
aInnY-LHm,-7.677777778
aInnY-LHm,-16.1537037
aInnY-LHm,-19.63888889
aInnY-LHm,-15.12962963
aInnY-LHm,-18.07407407
aInnY-LHm,-15.06851852
aInnY-LHm,-14.46666667
aInnY-LHm,-15.52222222
aInnY-LHm,-16.24074074
aInnY-LHm,-14.95555556
aInnY-LHm,-27.61851852
aInnY-LHm,-13.29259259
aInnY-LHm,-11.76666667
aInnY-LHm,-8.431481482
aInnY-LHm,-19.25185185
aInnY-LHm,-20.67407407
aInnY-LHm,-7.238888889
aInnY-LHm,-18.25
aInnY-LHm,-11.8462963
aInnY-LHm,-12.71111111
aInnY-LHm,-17.84074074
aInnY-LHm,-21.07222222
aInnY-LHm,-18.32037037
aInnY-LHm,-21.47222222
aInnY-LHm,-12.1537037
aInnY-LHm,-11.07407407
aInnY-LHm,-20.22777778
aInnY-LHm,-9.340740741
aInnY-LHm,0.622222222
aInnY-LHm,-15.27407407
aInnY-LHm,-17.08148148
aInnY-LHm,-13.92222222
aInnY-LHm,-8.52962963
aInnY-LHm,-15.07592593
aInnY-LHm,-20.03333333
aInnY-LHm,-6.496296297
aInnY-LHm,-12.4462963
aInnY-LHm,-14.92222222
aInnY-LHm,-19.48333333
aInnY-LHm,-16.84074074
aInnY-LHm,-16.77407407
aInnY-LHm,-11.11111111
aInnY-LHm,-18.04074074
aInnY-LHm,-19.17962963
aInnY-LHm,-15.21111111
aInnY-LHm,-8.277777778
aInnY-LHm,-19.17222222
aInnY-LHm,-24.02777778
aInnY-LHm,-17.01851852
aInnY-LHm,-13.05925926
aInnY-LHm,-14.04074074
aInnY-LHm,-9.268518519
aInnY-LHm,-13.86666667
aInnY-LHm,-14.73148148
aInnY-LHm,-11.8537037
aInnY-LHm,-4.622222222
aInnY-LHm,-21.57962963
aInnY-LHm,-12.87592593
aInnY-LHm,-18.07777778
aInnY-LHm,-5.994444444
aInnY-LHm,-12.53888889
aInnY-LHm,-12.37222222
aInnY-LHm,-18.82777778
aInnY-LHm,-13.97407407
aInnY-LHm,-13.68888889
aInnY-LHm,-10.6962963
aInnY-LHm,-20.85555556
aInnY-LHm,-13.86296296
aInnY-LHm,-12.30555556
aInnY-LHm,-1.666666667
aInnY-LHm,-11.45925926
aInnY-LHm,-21.86851852
aInnY-LHm,-20.57222222
aInnY-LHm,-7.988888889
aInnY-LHm,-16.74814815
aInnY-LHm,-14.85740741
aInnY-LHm,-5.97962963
aInnY-LHm,-15.57962963
aInnY-LHm,-7.233333333
aInnY-LHm,-19.37962963
aInnY-LHm,-3.966666667
aInnY-LHm,-15.30740741
aInnY-LHm,-9.846296297
aInnY-LHm,-11.59259259
aInnY-LHm,-20.02592593
aInnY-LHm,-9.174074074
aInnY-LHm,-0.95
aInnY-LHm,-15.35925926
aInnY-LHm,-7.194444444
aInnY-LHm,-19.36481482
aInnY-LHm,-12.08333333
aInnY-LHm,-25.14259259
aInnY-LHm,-20.84074074
aInnY-LHm,-11.14074074
aInnY-LHm,-19.67777778
aInnY-LHm,-20.1
aInnY-LHm,-31.55185185
aInnY-LHm,-6.240740741
aInnY-LHm,-4.311111111
aInnY-LHm,-12.6462963
aInnY-LHm,-16.22407407
aInnY-LHm,-22.48703704
aInnY-LHm,-15.43518519
aInnY-LHm,-8.194444444
aInnY-LHm,-17.13148148
aInnY-LHm,-6.011111111
aInnY-LHm,-18.89444444
aInnY-LHm,-7.122222222
aInnY-LHm,-24.12222222
aInnY-LHm,-16.61851852
aInnY-LHm,-6.422222222
aInnY-LHm,-22.98518519
aInnY-LHm,-20.50925926
aInnY-LHm,-7.890740741
aInnY-LHm,-7.833333333
aInnY-LHm,-9.883333333
aInnY-LHm,-14.83333333
aInnY-LHm,-13.94814815
aInnY-LHm,-16.02777778
aInnY-LHm,-15.31296296
aInnY-LHm,-19.80740741
aInnY-LHm,-5.894444444
aInnY-LHm,-10.92777778
aInnY-LHm,-15.81851852
aInnY-LHm,-11.82407407
aInnY-LHm,-15.70185185
aInnY-LHm,-14.15740741
aInnY-LHm,-12.55185185
aInnY-LHm,-14.30555556
aInnY-LHm,-9.711111111
aInnY-LHm,-17.16111111
aInnY-LHm,-19.80185185
aInnY-LHm,-4.205555556
aInnY-LHm,-16.01481482
aInnY-LHm,-11.59074074
aInnY-LHm,-9.946296297
aInnY-LHm,-8.724074074
aInnY-LHm,-7.566666667
aInnY-LHm,-5.572222222
aInnY-LHm,-7.6
aInnY-LHm,-22.05555556
aInnY-LHm,-15.45
aInnY-LHm,-18.65740741
aInnY-LHm,-3.083333333
aInnY-LHm,-23.51481482
aInnY-LHm,-23.70555556
aInnY-LHm,-18.21666667
aInnY-LHm,-18.52592593
aInnY-LHm,-24.75555556
aInnY-LHm,-8.318518519
aInnY-LHm,-10.68888889
aInnY-LHm,-16.50740741
aInnY-LHm,-9.288888889
aInnY-LHm,-9.572222222
aInnY-LHm,-16.56851852
aInnY-LHm,-11.42962963
aInnY-LHm,-10.24444444
aInnY-LHm,-20.19444445
aInnY-LHm,-22.57037037
aInnY-LHm,-12.53888889
aInnY-LHm,-19.32592593
aInnY-LHm,-3.055555556
aInnY-LHm,-14.79444445
aInnY-LHm,-8.083333333
aInnY-LHm,-19.69074074
aInnY-LHm,-11.42222222
aInnY-LHm,-12.11666667
aInnY-LHm,-3.911111111
aInnY-LHm,-8.638888889
aInnY-LHm,-6.522222222
aInnY-LHm,-19.57592593
aInnY-LHm,-15.1962963
aInnY-LHm,-22.79444444
aInnY-LHm,-15.18888889
aInnY-LHm,-8.738888889
aInnY-LHm,-8.922222222
aInnY-LHm,-14.29444444
aInnY-LHm,-18.96296296
aInnY-LHm,-9.972222222
aInnY-LHm,-22.02962963
aInnY-LHm,-17.31481482
aInnY-LHm,-8.090740741
aInnY-LHm,-12.9962963
aInnY-LHm,-16.15555556
aInnY-LHm,-12.55740741
aInnY-LHm,-12.68703704
aInnY-LHm,-10.86111111
aInnY-LHm,-12.78703704
aInnY-LHm,-2.890740741
aInnY-LHm,-13.61666667
aInnY-LHm,-13.59074074
aInnY-LHm,-16.51851852
aInnY-LHm,-12.32592593
aInnY-LHm,-11.40740741
aInnY-LHm,-10.32962963
aInnY-LHm,-11.6
aInnY-LHm,-12.57777778
aInnY-LHm,-18.76666667
aInnY-LHm,-14.41666667
aInnY-LHm,-13.00555556
aInnY-LHm,-18.52777778
aInnY-LHm,-16.18518519
aInnY-LHm,-17.38703704
aInnY-LHm,-16.77962963
aInnY-LHm,-14.37037037
aInnY-LHm,-8.088888889
aInnY-LHm,-5.138888889
aInnY-LHm,-12.29074074
aInnY-LHm,-14.12777778
aInnY-LHm,-14.72037037
aInnY-LHm,-10.95555556
aInnY-LHm,-18.27777778
aInnY-LHm,-14.95
aInnY-LHm,-17.56481482
aInnY-LHm,-3.655555556
aInnY-LHm,-11.19444444
aInnY-LHm,-13.46296296
aInnY-LHm,-18.86666667
aInnY-LHm,-13.07777778
aInnY-LHm,-20.65740741
aInnY-LHm,-15.92222222
aInnY-LHm,-11.81851852
aInnY-LHm,-24.97592593
aInnY-LHm,-9.388888889
aInnY-LHm,-8.722222222
aInnY-LHm,-22.96111111
aInnY-LHm,-13.28333333
aInnY-LHm,-20.17962963
aInnY-LHm,-12.81851852
aInnY-LHm,-6.794444444
aInnY-LHm,-23.20555556
aInnY-LHm,-26.28333333
aInnY-LHm,-10.90555556
aInnY-LHm,-7.855555556
aInnY-LHm,-13.25740741
aInnY-LHm,-8.588888889
aInnY-LHm,-16.19074074
aInnY-LHm,-17.20740741
aInnY-LHm,-17.40185185
aInnY-LHm,-16.62592593
aInnY-LHm,-13.0462963
aInnY-LHm,-15.20925926
aInnY-LHm,-10.66851852
aInnY-LHm,-13.26851852
aInnY-LHm,-18.26851852
aInnY-LHm,-1.205555556
aInnY-LHm,-9.812962963
aInnY-LHm,-7.831481482
aInnY-LHm,-10.58888889
aInnY-LHm,-11.00555556
aInnY-LHm,-16.72962963
aInnY-LHm,-13.95
aInnY-LHm,-14.50740741
aInnY-LHm,-11.07962963
aInnY-LHm,-4.82962963
aInnY-LHm,-22.54814815
aInnY-LHm,-10.73888889
aInnY-LHm,-7.096296297
aInnY-LHm,-11.01851852
aInnY-LHm,-23.35740741
aInnY-LHm,-11.11296296
aInnY-LHm,-8.177777778
aInnY-LHm,-26.51666667
aInnY-LHm,-21.23518519
aInnY-LHm,-6.585185186
aInnY-LHm,-12.61851852
aInnY-LHm,-14.90740741
aInnY-LHm,-14.2962963
aInnY-LHm,-16.82407407
aInnY-LHm,-14.19259259
aInnY-LHm,-16.73148148
aInnY-LHm,-7.861111111
aInnY-LHm,-10.9462963
aInnY-LHm,-14.7037037
aInnY-LHm,-11.0037037
aInnY-LHm,-14.09444445
aInnY-LHm,-8.874074074
aInnY-LHm,-21.37407407
aInnY-LHm,-12.5962963
aInnY-LHm,-17.89074074
aInnY-LHm,-13.57222222
aInnY-LHm,-4.124074074
aInnY-LHm,-2.416666667
aInnY-LHm,-14.91296296
aInnY-LHm,-21.90925926
aInnY-LHm,-13.85
aInnY-LHm,-18.21481482
aInnY-LHm,-13.3462963
aInnY-LHm,-11.7962963
aInnY-LHm,-19.55555556
aInnY-LHm,-9.398148149
aInnY-LHm,-16.60555556
aInnY-LHm,-20.82407407
aInnY-LHm,-19.02407407
aInnY-LHm,-19.31296296
aInnY-LHm,-6.024074074
aInnY-LHm,-15.54074074
aInnY-LHm,-23.60925926
aInnY-LHm,-12.69074074
aInnY-LHm,-19.56666667
aInnY-LHm,-12.53333333
aInnY-LHm,-15.20740741
aInnY-LHm,-7.972222222
aInnY-LHm,-11.38333333
aInnY-LHm,-19.02777778
aInnY-LHm,-11.92407407
aInnY-LHm,-14.50740741
aInnY-LHm,-22.46481482
aInnY-LHm,-20.96666667
aInnY-LHm,-6.385185186
aInnY-LHm,-13.49814815
aInnY-LHm,-13.45740741
aInnY-LHm,-13.26666667
aInnY-LHm,-13.37777778
aInnY-LHm,-21.28333333
aInnY-LHm,-8.066666667
aInnY-LHm,-8.666666667
aInnY-LHm,-23.32962963
aInnY-LHm,-12.84444444
aInnY-LHm,-13.56111111
aInnY-LHm,-18.16111111
aInnY-LHm,-12.43703704
aInnY-LHm,-9.483333333
aInnY-LHm,-9.390740741
aInnY-LHm,-9.340740741
aInnY-LHm,-16.00740741
aInnY-LHm,-11.59444444
aInnY-LHm,-15.26111111
aInnY-LHm,-23.59444445
aInnY-LHm,-8.312962963
aInnY-LHm,-8.366666667
aInnY-LHm,-10.35555556
aInnY-LHm,-8.733333333
aInnY-LHm,-11.42777778
aInnY-LHm,-6.738888889
aInnY-LHm,-9.305555556
aInnY-LHm,-7.372222222
aInnY-LHm,-8.694444444
aInnY-LHm,-18.54444444
aInnY-LHm,-17.54259259
aInnY-LHm,-8.444444444
aInnY-LHm,-6.077777778
aInnY-LHm,-17.98888889
aInnY-LHm,-8.485185186
aInnY-LHm,-11.94074074
aInnY-LHm,-7.294444444
aInnY-LHm,-15.3962963
aInnY-LHm,-11.3962963
aInnY-LHm,-18.65
aInnY-LHm,-7.762962963
aInnY-LHm,-16.56296296
aInnY-LHm,-27.58888889
aInnY-LHm,-12.35925926
aInnY-LHm,-12.11851852
aInnY-LHm,-10.83333333
aInnY-LHm,-6.327777778
aInnY-LHm,-19.92222222
aInnY-LHm,-14.18333333
aInnY-LHm,-19.59074074
aInnY-LHm,-12.45555556
aInnY-LHm,-6.501851852
aInnY-LHm,-14.16666667
aInnY-LHm,-12.38518519
aInnY-LHm,-13.31111111
aInnY-LHm,-6.046296297
aInnY-LHm,-18.51666667
aInnY-LHm,-7.903703704
aInnY-LHm,-16.10555556
aInnY-LHm,-13.89444444
aInnY-LHm,-7.616666667
aInnY-LHm,-13.80555556
aInnY-LHm,-11.14444444
aInnY-LHm,-5.972222222
aInnY-LHm,-19.21851852
aInnY-LHm,-16.28888889
aInnY-LHm,-3.638888889
aInnY-LHm,-13.08518519
aInnY-LHm,-10.82962963
aInnY-LHm,-11.57222222
aInnY-LHm,-23.6537037
aInnY-LHm,-17.20185185
aInnY-LHm,-7.524074074
aInnY-LHm,-17.7962963
aInnY-LHm,-15.62037037
aInnY-LHm,-16.93333333
aInnY-LHm,-19.89814815
aInnY-LHm,-29.14444444
aInnY-LHm,-16.35555556
aInnY-LHm,-19.82962963
aInnY-LHm,-22.59444444
aInnY-LHm,-10.5962963
aInnY-LHm,-13.72777778
aInnY-LHm,-9.605555556
aInnY-LHm,-18.4462963
aInnY-LHm,-6.827777778
aInnY-LHm,-21.55
aInnY-LHm,-12.0462963
aInnY-LHm,-13.18333333
aInnY-LHm,-3.711111111
aInnY-LHm,-7.374074074
aInnY-LHm,-11.3
aInnY-LHm,-18.10185185
aInnY-LHm,-15.50925926
aInnY-LHm,-15.4537037
aInnY-LHm,-19.87962963
aInnY-LHm,-2.672222222
aInnY-LHm,-15.34074074
aInnY-LHm,-12.20185185
aInnY-LHm,-9.677777778
aInnY-LHm,-6.677777778
aInnY-LHm,-17.95925926
aInnY-LHm,-24.37777778
aInnY-LHm,-16.11851852
aInnY-LHm,-20.99444444
aInnY-LHm,-12.6
aInnY-LHm,-11.66481482
aInnY-LHm,-5.346296297
aInnY-LHm,-16.0037037
aInnY-LHm,-14.4537037
aInnY-LHm,-21.66296296
aInnY-LHm,-14.52777778
aInnY-LHm,-15.63333333
aInnY-LHm,-9.916666667
aInnY-LHm,-16.32962963
aInnY-LHm,-10.35
aInnY-LHm,-18.66296296
aInnY-LHm,-18.4037037
aInnY-LHm,-11.06111111
aInnY-LHm,-9.127777778
aInnY-LHm,-14.35925926
aInnY-LHm,-15.62037037
aInnY-LHm,-10.21481482
aInnY-LHm,-16.96666667
aInnY-LHm,-25.60925926
aInnY-LHm,-13.75
aInnY-LHm,-8.322222222
aInnY-LHm,-8.327777778
aInnY-LHm,-15.00555556
aInnY-LHm,-6.072222222
aInnY-LHm,-17.73703704
aInnY-LHm,-14.29074074
aInnY-LHm,-11.11111111
aInnY-LHm,-13.80185185
aInnY-LHm,-21.11111111
aInnY-LHm,-11.31851852
aInnY-LHm,-3.696296297
aInnY-LHm,-16.07962963
aInnY-LHm,-13.14814815
aInnY-LHm,-10.97222222
aInnY-LHm,-23.69814815
aInnY-LHm,-10.03148148
aInnY-LHm,-18.49259259
aInnY-LHm,-2.311111111
aInnY-LHm,-13.95740741
aInnY-LHm,-5.794444444
aInnY-LHm,-17.41851852
aInnY-LHm,-22.45
aInnY-LHm,-18.80185185
aInnY-LHm,-23.11851852
aInnY-LHm,-13.98148148
aInnY-LHm,-10.97777778
aInnY-LHm,-19.21111111
aInnY-LHm,-20.35185185
aInnY-LHm,-17.23333333
aInnY-LHm,-6.722222222
aInnY-LHm,-5.516666667
aInnY-LHm,-8.372222222
aInnY-LHm,-19.9037037
aInnY-LHm,-10.37037037
aInnY-LHm,-11.16851852
aInnY-LHm,-15.76296296
aInnY-LHm,-10.96296296
aInnY-LHm,-19.92037037
aInnY-LHm,-17.63333333
aInnY-LHm,-12.54074074
aInnY-LHm,-24.0962963
aInnY-LHm,-17.82592593
aInnY-LHm,-9.712962963
aInnY-LHm,-22.4462963
aInnY-LHm,-7.168518519
aInnY-LHm,-4.074074074
aInnY-LHm,-12.62592593
aInnY-LHm,-7.768518519
aInnY-LHm,-19.94444444
aInnY-LHm,-10.97407407
aInnY-LHm,-15.99074074
aInnY-LHm,-7.505555556
aInnY-LHm,-20.33888889
aInnY-LHm,-19.50740741
aInnY-LHm,-19.22962963
aInnY-LHm,-9.335185186
aInnY-LHm,-8.85
aInnY-LHm,-5.183333333
aInnY-LHm,-22.93703704
aInnY-LHm,-5.661111111
aInnY-LHm,-12.9537037
aInnY-LHm,-9.022222222
aInnY-LHm,-13.10555556
aInnY-LHm,-6.262962963
aInnY-LHm,-15.30740741
aInnY-LHm,-17.17407407
aInnY-LHm,-12.56296296
aInnY-LHm,-15.05740741
aInnY-LHm,-19.44074074
aInnY-LHm,-19.81296296
aInnY-LHm,-9.781481482
aInnY-LHm,-15.12592593
aInnY-LHm,-8.124074074
aInnY-LHm,-18.01666667
aInnY-LHm,-9.888888889
aInnY-LHm,-13.3
aInnY-LHm,-13.79444444
aInnY-LHm,-6.561111111
aInnY-LHm,-22.09074074
aInnY-LHm,-8.953703704
aInnY-LHm,-13.4962963
aInnY-LHm,-12.93518519
aInnY-LHm,-12.27592593
aInnY-LHm,-15.15555556
aInnY-LHm,-14.16666667
aInnY-LHm,-9.468518519
aInnY-LHm,-17.51111111
aInnY-LHm,-17.62037037
aInnY-LHm,-15.7962963
aInnY-LHm,-10.22222222
aInnY-LHm,-4.661111111
aInnY-LHm,-16.73333333
aInnY-LHm,-13.66111111
aInnY-LHm,-13.20185185
aInnY-LHm,0.127777778
aInnY-LHm,-25.20925926
aInnY-LHm,-7.333333333
aInnY-LHm,-16.00185185
aInnY-LHm,-12.17407407
aInnY-LHm,-13.41666667
aInnY-LHm,-17.02037037
aInnY-LHm,-29.83703704
aInnY-LHm,-8.140740741
aInnY-LHm,-13.48703704
aInnY-LHm,-13.01666667
aInnY-LHm,-16.89074074
aInnY-LHm,-16.07222222
aInnY-LHm,-10.49444444
aInnY-LHm,-14.23518519
aInnY-LHm,-12.76666667
aInnY-LHm,-22.01851852
aInnY-LHm,-18.87962963
aInnY-LHm,-21.76111111
aInnY-LHm,-17.85555556
aInnY-LHm,-19.40925926
aInnY-LHm,-11.09259259
aInnY-LHm,-14.76296296
aInnY-LHm,-15.94074074
aInnY-LHm,-7.201851852
aInnY-LHm,-7.946296297
aInnY-LHm,-16.67592593
aInnY-LHm,-13.72407407
aInnY-LHm,-24.12962963
aInnY-LHm,-16.80555556
aInnY-LHm,-8.612962963
aInnY-LHm,-17.32592593
aInnY-LHm,-12.29444444
aInnY-LHm,-5.718518519
aInnY-LHm,-3.322222222
aInnY-LHm,-12.24259259
aInnY-LHm,-16.90555556
aInnY-LHm,-9.122222222
aInnY-LHm,-9.881481482
aInnY-LHm,-11.51851852
aInnY-LHm,-12.33518519
aInnY-LHm,-28.13333333
aInnY-LHm,-12.63148148
aInnY-LHm,-5.988888889
aInnY-LHm,-13.51111111
aInnY-LHm,-14.34814815
aInnY-LHm,-18.77592593
aInnY-LHm,-12.18703704
aInnY-LHm,-26.97777778
aInnY-LHm,-5.488888889
aInnY-LHm,-10.13518519
aInnY-LHm,-13.07962963
aInnY-LHm,-14.28333333
aInnY-LHm,-12.87592593
aInnY-LHm,-16.01851852
aInnY-LHm,-20.07777778
aInnY-LHm,-16.80185185
aInnY-LHm,-15.22407407
aInnY-LHm,-11.05925926
aInnY-LHm,-7.205555556
aInnY-LHm,-13.18148148
aInnY-LHm,-22.82407407
aInnY-LHm,-10.19444444
aInnY-LHm,-13.97222222
aInnY-LHm,-31.9
aInnY-LHm,-11.05
aInnY-LHm,-11.26666667
aInnY-LHm,-10.26851852
aInnY-LHm,-17.8462963
aInnY-LHm,-15.61111111
aInnY-LHm,-12.96666667
aInnY-LHm,-22.12037037
aInnY-LHm,-11.10555556
aInnY-LHm,-14.59444444
aInnY-LHm,-8.183333333
aInnY-LHm,-15.07222222
aInnY-LHm,-8.433333333
aInnY-LHm,-18.97777778
aInnY-LHm,-14.22962963
aInnY-LHm,-20.45185185
aInnY-LHm,-10.45555556
aInnY-LHm,-8.916666667
aInnY-LHm,-20.3
aInnY-LHm,-5.92962963
aInnY-LHm,-20.2962963
aInnY-LHm,-12.01111111
aInnY-LHm,-11.00925926
aInnY-LHm,-11.10185185
aInnY-LHm,-13.5462963
aInnY-LHm,-9.794444444
aInnY-LHm,-16.57962963
aInnY-LHm,-7.155555556
aInnY-LHm,-13.7962963
aInnY-LHm,-20.51666667
aInnY-LHm,-13.77962963
aInnY-LHm,-6.240740741
aInnY-LHm,-15.48518519
aInnY-LHm,-26.00555556
aInnY-LHm,-7.437037038
aInnY-LHm,-11.8962963
aInnY-LHm,-18.5962963
aInnY-LHm,-15.91666667
aInnY-LHm,-12.79444444
aInnY-LHm,-11.00740741
aInnY-LHm,-24.72222222
aInnY-LHm,-18.43888889
aInnY-LHm,-13.48703704
aInnY-LHm,-12.66851852
aInnY-LHm,-6.118518519
aInnY-LHm,-18.77592593
aInnY-LHm,-15.12222222
aInnY-LHm,-8.040740741
aInnY-LHm,-25.11851852
aInnY-LHm,-9
aInnY-LHm,-14.45740741
aInnY-LHm,-26.57962963
aInnY-LHm,-17.08518519
aInnY-LHm,-7.135185186
aInnY-LHm,-15.23888889
aInnY-LHm,-20.72407407
aInnY-LHm,-19.23703704
aInnY-LHm,-8.372222222
aInnY-LHm,-15.01851852
aInnY-LHm,-18.30555556
aInnY-LHm,-16.06111111
aInnY-LHm,-11.22777778
aInnY-LHm,-13.73888889
aInnY-LHm,-27.67407407
aInnY-LHm,-5.305555556
aInnY-LHm,-23.12777778
aInnY-LHm,-9.977777778
aInnY-LHm,-14.43703704
aInnY-LHm,-8.807407408
aInnY-LHm,-15.07962963
aInnY-LHm,-11.20185185
aInnY-LHm,-14.93888889
aInnY-LHm,-6.188888889
aInnY-LHm,-17.55740741
aInnY-LHm,-19.96666667
aInnY-LHm,-4.435185186
aInnY-LHm,-8.977777778
aInnY-LHm,-10.11851852
aInnY-LHm,-21.07222222
aInnY-LHm,-13.53333333
aInnY-LHm,-5.911111111
aInnY-LHm,-11.91851852
aInnY-LHm,-11.14074074
aInnY-LHm,-17.74259259
aInnY-LHm,-7.216666667
aInnY-LHm,-8.951851852
aInnY-LHm,-18.53518519
aInnY-LHm,-21.63333333
aInnY-LHm,-8.451851852
aInnY-LHm,-11.06481482
aInnY-LHm,-23.87407408
aInnY-LHm,-16.48703704
aInnY-LHm,-9.470370371
aInnY-LHm,-26.33703704
aInnY-LHm,-8.361111111
aInnY-LHm,-11.27592593
aInnY-LHm,-10.92037037
aInnY-LHm,-14.37962963
aInnY-LHm,-14.65925926
aInnY-LHm,-20.31666667
aInnY-LHm,-14.42962963
aInnY-LHm,-26.6537037
aInnY-LHm,-19.76296296
aInnY-LHm,-6.307407408
aInnY-LHm,-18.18148148
aInnY-LHm,-7.951851852
aInnY-LHm,-14.22407407
aInnY-LHm,-10.28333333
aInnY-LHm,-8.55
aInnY-LHm,-7.527777778
aInnY-LHm,-15.13333333
aInnY-LHm,-10.68888889
aInnY-LHm,-13.26296296
aInnY-LHm,-3.416666667
aInnY-LHm,-14.27962963
aInnY-LHm,-7.853703704
aInnY-LHm,-12.71296296
aInnY-LHm,-10.35
aInnY-LHm,-20.49074074
aInnY-LHm,-10.83148148
aInnY-LHm,-13.57407407
aInnY-LHm,-13.77407407
aInnY-LHm,-9.97962963
aInnY-LHm,-13.29259259
aInnY-LHm,-17.04444444
aInnY-LHm,-7.394444444
aInnY-LHm,-16.29444444
aInnY-LHm,-12.35740741
aInnY-LHm,-18.08888889
aInnY-LHm,-13.87222222
aInnY-LHm,-6.877777778
aInnY-LHm,-8.844444444
aInnY-LHm,-7.362962963
aInnY-LHm,-10.4
aInnY-LHm,-7.811111111
aInnY-LHm,-15.06851852
aInnY-LHm,-20.02962963
aInnY-LHm,-35.25
aInnY-LHm,-11.42407407
aInnY-LHm,-12.58518519
aInnY-LHm,-15.52962963
aInnY-LHm,-12.11851852
aInnY-LHm,-9.953703704
aInnY-LHm,-18.28518519
aInnY-LHm,-8.361111111
aInnY-LHm,-13.50185185
aInnY-LHm,-15.97962963
aInnY-LHm,-20.78888889
aInnY-LHm,-12.15555556
aInnY-LHm,-13.63333333
aInnY-LHm,-16.60185185
aInnY-LHm,-13.97407407
aInnY-LHm,-3.783333333
aInnY-LHm,-18.01851852
aInnY-LHm,-17.99814815
aInnY-LHm,-8.694444444
aInnY-LHm,-24.87222222
aInnY-LHm,-11.65740741
aInnY-LHm,-17.86851852
aInnY-LHm,-22.26481482
aInnY-LHm,-11.62962963
aInnY-LHm,-8.205555556
aInnY-LHm,-12.61111111
aInnY-LHm,-17.89259259
aInnY-LHm,-7.55
aInnY-LHm,-21.92962963
aInnY-LHm,-9.948148149
aInnY-LHm,-16.26851852
aInnY-LHm,-8.012962963
aInnY-LHm,-6.024074074
aInnY-LHm,-12.34814815
aInnY-LHm,-20.13518519
aInnY-LHm,-18.67592593
aInnY-LHm,-11.89259259
aInnY-LHm,-11.57777778
aInnY-LHm,-15.77777778
aInnY-LHm,-24.0037037
aInnY-LHm,-7.461111111
aInnY-LHm,-8.496296297
aInnY-LHm,-2.388888889
aInnY-LHm,-8.935185186
aInnY-LHm,-15.75740741
aInnY-LHm,-16.18518519
aInnY-LHm,-21.39074074
aInnY-LHm,-19.23703704
aInnY-LHm,-18.95740741
aInnY-LHm,-16.84814815
aInnY-LHm,-10.91851852
aInnY-LHm,-12.01666667
aInnY-LHm,-20.41481482
aInnY-LHm,-6.222222222
aInnY-LHm,-20.21296296
aInnY-LHm,-11.39444444
aInnY-LHm,-19.82962963
aInnY-LHm,-9.103703704
aInnY-LHm,-15.73148148
aInnY-LHm,-22.32037037
aInnY-LHm,-10.4962963
aInnY-LHm,-13.61851852
aInnY-LHm,-14.63333333
aInnY-LHm,-18.15555556
aInnY-LHm,-17.6462963
aInnY-LHm,-6.911111111
aInnY-LHm,-7.95
aInnY-LHm,-18.51851852
aInnY-LHm,-16.78148148
aInnY-LHm,-9.661111111
aInnY-LHm,-14.10555556
aInnY-LHm,-13.00185185
aInnY-LHm,-22.09259259
aInnY-LHm,-17.48333333
aInnY-LHm,-10.97592593
aInnY-LHm,-4.972222222
aInnY-LHm,-18.2537037
aInnY-LHm,-27.80740741
aInnY-LHm,-12.82777778
aInnY-LHm,-14.92037037
aInnY-LHm,-17.57222222
aInnY-LHm,-14.79074074
aInnY-LHm,-9.796296297
aInnY-LHm,-9.377777778
aInnY-LHm,-21.17962963
aInnY-LHm,-21.95
aInnY-LHm,-30.48888889
aInnY-LHm,-11.51851852
aInnY-LHm,-18.9462963
aInnY-LHm,-16.32037037
aInnY-LHm,-15.50555556
aInnY-LHm,-11.21851852
aInnY-LHm,-29.16666667
aInnY-LHm,-13.79814815
aInnY-LHm,-5.022222222
aInnY-LHm,-26.20555556
