population,deltaEggs
eInnX-Odd,4.001851852
eInnX-Odd,-11.63333333
eInnX-Odd,-1.377777777
eInnX-Odd,5.190740741
eInnX-Odd,4.022222222
eInnX-Odd,3.494444444
eInnX-Odd,-0.5
eInnX-Odd,-1.538888889
eInnX-Odd,-0.198148148
eInnX-Odd,-3.066666667
eInnX-Odd,0.12962963
eInnX-Odd,-4.37037037
eInnX-Odd,-2.855555556
eInnX-Odd,-2.016666667
eInnX-Odd,-3.809259259
eInnX-Odd,-2.177777778
eInnX-Odd,-7.32037037
eInnX-Odd,-1.253703703
eInnX-Odd,-4.572222222
eInnX-Odd,-8.27037037
eInnX-Odd,0.805555556
eInnX-Odd,1.625925927
eInnX-Odd,-4.209259259
eInnX-Odd,4.722222222
eInnX-Odd,0.777777778
eInnX-Odd,0.65
eInnX-Odd,-2.720370369
eInnX-Odd,12.52592593
eInnX-Odd,0.492592593
eInnX-Odd,-5.433333333
eInnX-Odd,-1.129629629
eInnX-Odd,0.483333333
eInnX-Odd,-18.55925926
eInnX-Odd,10.29259259
eInnX-Odd,0.885185186
eInnX-Odd,3.357407408
eInnX-Odd,-13.37222222
eInnX-Odd,8.848148149
eInnX-Odd,-6.222222222
eInnX-Odd,-11.64814815
eInnX-Odd,-1.598148148
eInnX-Odd,-0.222222222
eInnX-Odd,-1.874074073
eInnX-Odd,-4.281481481
eInnX-Odd,-0.237037037
eInnX-Odd,0.455555556
eInnX-Odd,1.037037038
eInnX-Odd,1.133333333
eInnX-Odd,11.52407407
eInnX-Odd,-2.559259259
eInnX-Odd,-1.657407407
eInnX-Odd,-0.337037037
eInnX-Odd,-4.909259259
eInnX-Odd,-0.237037037
eInnX-Odd,-0.225925926
eInnX-Odd,-10.35925926
eInnX-Odd,-1.085185184
eInnX-Odd,3.005555556
eInnX-Odd,-7.809259259
eInnX-Odd,-1.794444444
eInnX-Odd,0.97962963
eInnX-Odd,5.933333334
eInnX-Odd,0.992592593
eInnX-Odd,-11.72222222
eInnX-Odd,-19.21666667
eInnX-Odd,-6.244444443
eInnX-Odd,9.748148149
eInnX-Odd,13.25925926
eInnX-Odd,0.635185186
eInnX-Odd,0.55
eInnX-Odd,-0.142592592
eInnX-Odd,-9.431481481
eInnX-Odd,-0.788888889
eInnX-Odd,-0.861111111
eInnX-Odd,-1.811111111
eInnX-Odd,13.76481482
eInnX-Odd,-1.581481481
eInnX-Odd,-3.009259259
eInnX-Odd,9.446296297
eInnX-Odd,-2.024074073
eInnX-Odd,-9.985185184
eInnX-Odd,-11.75555556
eInnX-Odd,-1.529629629
eInnX-Odd,-3.016666667
eInnX-Odd,1.590740741
eInnX-Odd,-11.44814815
eInnX-Odd,-3.209259259
eInnX-Odd,-3.938888889
eInnX-Odd,-0.942592592
eInnX-Odd,0.468518519
eInnX-Odd,-6.077777778
eInnX-Odd,0.227777778
eInnX-Odd,0.940740741
eInnX-Odd,-4.925925926
eInnX-Odd,-2.781481481
eInnX-Odd,-1.67037037
eInnX-Odd,-4.672222222
eInnX-Odd,-4.618518518
eInnX-Odd,2.394444444
eInnX-Odd,0.107407408
eInnX-Odd,-9.322222222
eInnX-Odd,-8.631481481
eInnX-Odd,2.42962963
eInnX-Odd,2.570370371
eInnX-Odd,1.481481482
eInnX-Odd,-4.266666667
eInnX-Odd,2.053703704
eInnX-Odd,-4.155555554
eInnX-Odd,-2.055555556
eInnX-Odd,-4.114814814
eInnX-Odd,-6.109259259
eInnX-Odd,0.042592593
eInnX-Odd,-9.67037037
eInnX-Odd,0.803703704
eInnX-Odd,-1.116666667
eInnX-Odd,6.235185186
eInnX-Odd,0.25925926
eInnX-Odd,-7.855555556
eInnX-Odd,-8.601851851
eInnX-Odd,-16.78888889
eInnX-Odd,-5.848148148
eInnX-Odd,-0.283333333
eInnX-Odd,2.277777779
eInnX-Odd,-11.90555555
eInnX-Odd,-1.559259259
eInnX-Odd,0.383333333
eInnX-Odd,-7.331481481
eInnX-Odd,-10.2462963
eInnX-Odd,-3.444444444
eInnX-Odd,1.712962963
eInnX-Odd,9.140740741
eInnX-Odd,-5.783333333
eInnX-Odd,-0.348148148
eInnX-Odd,3.746296297
eInnX-Odd,0.185185186
eInnX-Odd,-6.987037037
eInnX-Odd,-7.92037037
eInnX-Odd,2.62962963
eInnX-Odd,2.512962963
eInnX-Odd,1.901851852
eInnX-Odd,-4.564814814
eInnX-Odd,-1.281481481
eInnX-Odd,-2.6
eInnX-Odd,7.646296297
eInnX-Odd,-1.442592592
eInnX-Odd,-0.012962962
eInnX-Odd,-2.659259259
eInnX-Odd,-3.031481481
eInnX-Odd,-2.5
eInnX-Odd,3.22962963
eInnX-Odd,2.735185186
eInnX-Odd,0.551851852
eInnX-Odd,3.781481482
eInnX-Odd,-8.24074074
eInnX-Odd,0.22962963
eInnX-Odd,1.105555556
eInnX-Odd,-4.331481481
eInnX-Odd,-6.194444444
eInnX-Odd,4.627777778
eInnX-Odd,-5.631481481
eInnX-Odd,0.374074074
eInnX-Odd,5.270370371
eInnX-Odd,-8.505555554
eInnX-Odd,-6.761111111
eInnX-Odd,-1.762962962
eInnX-Odd,3.205555556
eInnX-Odd,4.518518519
eInnX-Odd,-5.766666667
eInnX-Odd,2.490740741
eInnX-Odd,0.992592593
eInnX-Odd,8.172222222
eInnX-Odd,-2.544444444
eInnX-Odd,0.631481482
eInnX-Odd,6.111111111
eInnX-Odd,5.822222222
eInnX-Odd,-6.083333333
eInnX-Odd,7.705555557
eInnX-Odd,3.111111111
eInnX-Odd,-2.683333333
eInnX-Odd,0.101851852
eInnX-Odd,5.170370371
eInnX-Odd,-3.648148148
eInnX-Odd,0.385185186
eInnX-Odd,1.227777778
eInnX-Odd,6.724074074
eInnX-Odd,3.650000001
eInnX-Odd,1.174074074
eInnX-Odd,-20.31111111
eInnX-Odd,-12.96666667
eInnX-Odd,-1.59074074
eInnX-Odd,-4.562962962
eInnX-Odd,-2.742592592
eInnX-Odd,-1.788888889
eInnX-Odd,1.261111111
eInnX-Odd,0.45
eInnX-Odd,-1.181481481
eInnX-Odd,10.65740741
eInnX-Odd,-8.822222222
eInnX-Odd,-0.733333333
eInnX-Odd,-0.759259259
eInnX-Odd,2.357407408
eInnX-Odd,-7.933333333
eInnX-Odd,-13.54259259
eInnX-Odd,0.42962963
eInnX-Odd,-5.688888889
eInnX-Odd,0.822222222
eInnX-Odd,1.377777778
eInnX-Odd,-3.437037037
eInnX-Odd,-0.881481481
eInnX-Odd,9.877777778
eInnX-Odd,2.631481482
eInnX-Odd,7.294444444
eInnX-Odd,-2.257407407
eInnX-Odd,-1.896296296
eInnX-Odd,3.355555556
eInnX-Odd,-6.477777778
eInnX-Odd,0.612962963
eInnX-Odd,-0.162962962
eInnX-Odd,0.401851852
eInnX-Odd,-8.481481481
eInnX-Odd,-5.288888889
eInnX-Odd,-8.098148148
eInnX-Odd,-6.374074073
eInnX-Odd,3.116666667
eInnX-Odd,2.296296297
eInnX-Odd,-3.637037037
eInnX-Odd,11.98148148
eInnX-Odd,-2.666666667
eInnX-Odd,0.401851852
eInnX-Odd,4.907407408
eInnX-Odd,-10.96666667
eInnX-Odd,2.75925926
eInnX-Odd,12.36296296
eInnX-Odd,-9.17037037
eInnX-Odd,-3.716666667
eInnX-Odd,-5.961111111
eInnX-Odd,2.107407408
eInnX-Odd,0.120370371
eInnX-Odd,-7.301851851
eInnX-Odd,7.311111111
eInnX-Odd,-12.16666667
eInnX-Odd,-0.361111111
eInnX-Odd,-8.42037037
eInnX-Odd,4.1
eInnX-Odd,-6.853703703
eInnX-Odd,-4.722222221
eInnX-Odd,-11.11296296
eInnX-Odd,-6.103703703
eInnX-Odd,-2.659259259
eInnX-Odd,-12.84814815
eInnX-Odd,-8.29074074
eInnX-Odd,-6.444444444
eInnX-Odd,3.722222223
eInnX-Odd,5.785185186
eInnX-Odd,-0.179629629
eInnX-Odd,-4.214814814
eInnX-Odd,-4.111111111
eInnX-Odd,-6.987037037
eInnX-Odd,-3.879629629
eInnX-Odd,8.324074074
eInnX-Odd,-7.614814814
eInnX-Odd,2.164814816
eInnX-Odd,-0.111111111
eInnX-Odd,-8.692592592
eInnX-Odd,9.598148149
eInnX-Odd,-6.705555556
eInnX-Odd,5.096296297
eInnX-Odd,-3.45
eInnX-Odd,8.33888889
eInnX-Odd,-9.116666667
eInnX-Odd,-7.12037037
eInnX-Odd,1.835185186
eInnX-Odd,2.568518519
eInnX-Odd,7.190740741
eInnX-Odd,-0.316666667
eInnX-Odd,-6.74074074
eInnX-Odd,-1.009259259
eInnX-Odd,3.805555556
eInnX-Odd,-4.485185184
eInnX-Odd,4.703703704
eInnX-Odd,-4.494444443
eInnX-Odd,8.955555557
eInnX-Odd,13.52407407
eInnX-Odd,3.287037038
eInnX-Odd,-5.877777778
eInnX-Odd,-0.887037037
eInnX-Odd,-2.87037037
eInnX-Odd,2.918518519
eInnX-Odd,-7.607407407
eInnX-Odd,-8.972222222
eInnX-Odd,2.294444444
eInnX-Odd,5.201851852
eInnX-Odd,-1.879629629
eInnX-Odd,-8.394444443
eInnX-Odd,8.874074074
eInnX-Odd,-6.025925926
eInnX-Odd,-3.725925926
eInnX-Odd,-7.307407407
eInnX-Odd,2.714814816
eInnX-Odd,-1.733333333
eInnX-Odd,-0.827777777
eInnX-Odd,-4.4
eInnX-Odd,-6.183333333
eInnX-Odd,-6.194444444
eInnX-Odd,3.196296297
eInnX-Odd,1.183333333
eInnX-Odd,10.18333333
eInnX-Odd,2.944444444
eInnX-Odd,4.22962963
eInnX-Odd,-3.105555556
eInnX-Odd,3.614814816
eInnX-Odd,-10.86481481
eInnX-Odd,-6.653703703
eInnX-Odd,-12.53703704
eInnX-Odd,4.027777778
eInnX-Odd,-3.168518518
eInnX-Odd,-12.69444444
eInnX-Odd,2.057407408
eInnX-Odd,1.288888889
eInnX-Odd,2.903703704
eInnX-Odd,-5.283333333
eInnX-Odd,-9.922222222
eInnX-Odd,-1.075925926
eInnX-Odd,-0.618518518
eInnX-Odd,7.970370371
eInnX-Odd,6.027777778
eInnX-Odd,-4.953703703
eInnX-Odd,-0.244444444
eInnX-Odd,-0.911111111
eInnX-Odd,2.383333334
eInnX-Odd,-0.727777778
eInnX-Odd,2.446296297
eInnX-Odd,-1.583333333
eInnX-Odd,-0.142592592
eInnX-Odd,0.203703704
eInnX-Odd,-7.827777778
eInnX-Odd,-7.025925926
eInnX-Odd,1.848148149
eInnX-Odd,-3.172222221
eInnX-Odd,15.6037037
eInnX-Odd,6.225925927
eInnX-Odd,2.140740741
eInnX-Odd,-4.612962962
eInnX-Odd,-5.194444444
eInnX-Odd,-6.066666667
eInnX-Odd,3.394444444
eInnX-Odd,-3.716666667
eInnX-Odd,-2.487037037
eInnX-Odd,-8.6
eInnX-Odd,-0.666666667
eInnX-Odd,5.137037038
eInnX-Odd,2.485185186
eInnX-Odd,-5.955555556
eInnX-Odd,11.46481482
eInnX-Odd,-0.848148148
eInnX-Odd,-1.629629629
eInnX-Odd,-4.383333333
eInnX-Odd,15.43888889
eInnX-Odd,-1.972222222
eInnX-Odd,1.696296297
eInnX-Odd,-7.77037037
eInnX-Odd,11.38888889
eInnX-Odd,8.733333334
eInnX-Odd,-0.464814814
eInnX-Odd,7.374074074
eInnX-Odd,-3.792592592
eInnX-Odd,8.218518519
eInnX-Odd,-0.885185184
eInnX-Odd,-3.588888889
eInnX-Odd,6.155555556
eInnX-Odd,-4.788888889
eInnX-Odd,-2.537037037
eInnX-Odd,-1.255555556
eInnX-Odd,5.490740741
eInnX-Odd,-3.892592592
eInnX-Odd,-8.303703703
eInnX-Odd,-0.868518518
eInnX-Odd,4.383333333
eInnX-Odd,-0.324074073
eInnX-Odd,-6.074074073
eInnX-Odd,2.448148149
eInnX-Odd,-4.216666667
eInnX-Odd,-0.688888889
eInnX-Odd,1.496296297
eInnX-Odd,5.524074076
eInnX-Odd,-0.227777778
eInnX-Odd,2.574074074
eInnX-Odd,-6.42037037
eInnX-Odd,4.696296297
eInnX-Odd,-0.138888889
eInnX-Odd,-6.568518518
eInnX-Odd,0.688888889
eInnX-Odd,-6.931481481
eInnX-Odd,-4.266666667
eInnX-Odd,-7.537037037
eInnX-Odd,-7.257407407
eInnX-Odd,-2.15
eInnX-Odd,-3.766666667
eInnX-Odd,-0.322222222
eInnX-Odd,3.522222222
eInnX-Odd,-3.283333333
eInnX-Odd,-5.994444444
eInnX-Odd,-6.525925926
eInnX-Odd,1.340740741
eInnX-Odd,-8.598148148
eInnX-Odd,-3.74074074
eInnX-Odd,8.346296297
eInnX-Odd,-9.52037037
eInnX-Odd,-11.14444444
eInnX-Odd,-3.227777778
eInnX-Odd,0.85
eInnX-Odd,-0.209259259
eInnX-Odd,-7.49074074
eInnX-Odd,-2.551851851
eInnX-Odd,-5.094444444
eInnX-Odd,-3.566666667
eInnX-Odd,3.627777779
eInnX-Odd,-10.14444444
eInnX-Odd,-8.75
eInnX-Odd,-3.942592592
eInnX-Odd,-8.429629629
eInnX-Odd,-5.607407407
eInnX-Odd,-2.268518518
eInnX-Odd,-1.516666667
eInnX-Odd,-0.629629629
eInnX-Odd,-9.207407407
eInnX-Odd,-5.935185184
eInnX-Odd,7.87962963
eInnX-Odd,0.244444444
eInnX-Odd,-12.45555556
eInnX-Odd,11.53518519
eInnX-Odd,2.005555557
eInnX-Odd,-4.153703703
eInnX-Odd,-4.883333333
eInnX-Odd,-5.272222222
eInnX-Odd,0.801851852
eInnX-Odd,2.124074074
eInnX-Odd,-4.546296296
eInnX-Odd,-3.3
eInnX-Odd,5.251851852
eInnX-Odd,6.883333333
eInnX-Odd,-1.392592592
eInnX-Odd,5.677777778
eInnX-Odd,7.12962963
eInnX-Odd,-0.705555554
eInnX-Odd,3.618518519
eInnX-Odd,15.71666667
eInnX-Odd,-9.329629629
eInnX-Odd,7.846296297
eInnX-Odd,-7.964814814
eInnX-Odd,-9.244444444
eInnX-Odd,1.914814816
eInnX-Odd,8.285185186
eInnX-Odd,-5.444444444
eInnX-Odd,3.074074074
eInnX-Odd,-10.6
eInnX-Odd,3.046296297
eInnX-Odd,-10.96481481
eInnX-Odd,2.405555556
eInnX-Odd,-2.614814814
eInnX-Odd,6
eInnX-Odd,3.144444444
eInnX-Odd,4.124074074
eInnX-Odd,0.385185186
eInnX-Odd,-1.764814814
eInnX-Odd,-11.69444444
eInnX-Odd,0.822222222
eInnX-Odd,1.05
eInnX-Odd,-3.037037037
eInnX-Odd,-3.579629629
eInnX-Odd,-4.738888889
eInnX-Odd,0.748148149
eInnX-Odd,-15.08518518
eInnX-Odd,5.316666668
eInnX-Odd,3.583333334
eInnX-Odd,-2.37037037
eInnX-Odd,-9.133333333
eInnX-Odd,2.274074074
eInnX-Odd,0.111111111
eInnX-Odd,-7.044444443
eInnX-Odd,0.335185186
eInnX-Odd,-7.37037037
eInnX-Odd,1.092592593
eInnX-Odd,-6.805555554
eInnX-Odd,-1.018518518
eInnX-Odd,-2.157407407
eInnX-Odd,-12.47037037
eInnX-Odd,1.568518519
eInnX-Odd,-4.475925926
eInnX-Odd,4.855555556
eInnX-Odd,3.311111112
eInnX-Odd,-0.29074074
eInnX-Odd,-3.025925926
eInnX-Odd,-1.727777778
eInnX-Odd,9.840740741
eInnX-Odd,-6.414814814
eInnX-Odd,-7.461111111
eInnX-Odd,3.837037038
eInnX-Odd,0.325925927
eInnX-Odd,-10.24444444
eInnX-Odd,-5.648148148
eInnX-Odd,-2.481481481
eInnX-Odd,3.194444444
eInnX-Odd,2.696296297
eInnX-Odd,3.346296297
eInnX-Odd,8.590740741
eInnX-Odd,0.094444446
eInnX-Odd,-1.311111111
eInnX-Odd,-14.09444444
eInnX-Odd,-2.312962961
eInnX-Odd,-11.48333333
eInnX-Odd,8.161111111
eInnX-Odd,-6.209259259
eInnX-Odd,-2.459259259
eInnX-Odd,-3.896296296
eInnX-Odd,-7.892592592
eInnX-Odd,-3.888888889
eInnX-Odd,1.244444444
eInnX-Odd,2.02962963
eInnX-Odd,-9.203703703
eInnX-Odd,-8.514814814
eInnX-Odd,8.205555556
eInnX-Odd,-1.683333333
eInnX-Odd,-0.325925926
eInnX-Odd,5.368518519
eInnX-Odd,7.527777778
eInnX-Odd,3.325925927
eInnX-Odd,7.296296298
eInnX-Odd,-18.06666667
eInnX-Odd,0.512962963
eInnX-Odd,4.212962963
eInnX-Odd,-2.075925926
eInnX-Odd,-9.466666667
eInnX-Odd,-13.43703704
eInnX-Odd,-6.57037037
eInnX-Odd,5.924074074
eInnX-Odd,1.383333333
eInnX-Odd,-2.764814814
eInnX-Odd,-0.325925926
eInnX-Odd,-4.168518518
eInnX-Odd,-0.392592592
eInnX-Odd,3.055555557
eInnX-Odd,0.705555556
eInnX-Odd,10.08888889
eInnX-Odd,5.85
eInnX-Odd,4.22962963
eInnX-Odd,-0.688888889
eInnX-Odd,-5.688888889
eInnX-Odd,9.692592593
eInnX-Odd,-11.62777778
eInnX-Odd,3.294444444
eInnX-Odd,5.587037038
eInnX-Odd,3.053703704
eInnX-Odd,-1.794444444
eInnX-Odd,1.407407408
eInnX-Odd,-6.209259258
eInnX-Odd,6.475925927
eInnX-Odd,0.618518519
eInnX-Odd,-8.422222222
eInnX-Odd,-6.955555556
eInnX-Odd,0.805555556
eInnX-Odd,-1.131481481
eInnX-Odd,9.062962963
eInnX-Odd,-1.068518518
eInnX-Odd,-3.525925926
eInnX-Odd,7.2
eInnX-Odd,-3.253703703
eInnX-Odd,1.47962963
eInnX-Odd,4.55925926
eInnX-Odd,3.446296297
eInnX-Odd,-6.601851851
eInnX-Odd,-2.742592592
eInnX-Odd,2.001851852
eInnX-Odd,-3.511111111
eInnX-Odd,1.161111111
eInnX-Odd,0.812962963
eInnX-Odd,-3.092592592
eInnX-Odd,-5.029629629
eInnX-Odd,-4.755555556
eInnX-Odd,-0.061111111
eInnX-Odd,-0.12037037
eInnX-Odd,10.04444444
eInnX-Odd,9.227777778
eInnX-Odd,-8.488888889
eInnX-Odd,2.844444444
eInnX-Odd,0.792592593
eInnX-Odd,2.477777778
eInnX-Odd,-5.164814814
eInnX-Odd,0.188888889
eInnX-Odd,-2.277777778
eInnX-Odd,2.368518519
eInnX-Odd,-0.312962962
eInnX-Odd,-0.453703703
eInnX-Odd,-0.825925926
eInnX-Odd,-8.722222222
eInnX-Odd,-6.766666667
eInnX-Odd,-2.296296296
eInnX-Odd,4.896296297
eInnX-Odd,3.961111111
eInnX-Odd,10.16666667
eInnX-Odd,-0.416666667
eInnX-Odd,5.696296297
eInnX-Odd,5.924074074
eInnX-Odd,-9.301851851
eInnX-Odd,-6.205555556
eInnX-Odd,0.588888889
eInnX-Odd,-3.961111111
eInnX-Odd,-1.987037037
eInnX-Odd,8.464814816
eInnX-Odd,-8.803703703
eInnX-Odd,10.37037037
eInnX-Odd,-6.377777777
eInnX-Odd,1.096296297
eInnX-Odd,-4.627777778
eInnX-Odd,-1.785185184
eInnX-Odd,-3.425925926
eInnX-Odd,10.40185185
eInnX-Odd,-3.277777778
eInnX-Odd,-7.631481481
eInnX-Odd,0.587037038
eInnX-Odd,-6
eInnX-Odd,3.057407408
eInnX-Odd,8.1
eInnX-Odd,-5.092592592
eInnX-Odd,-0.742592592
eInnX-Odd,-1.962962962
eInnX-Odd,-1.572222221
eInnX-Odd,6.383333334
eInnX-Odd,0.903703704
eInnX-Odd,2.177777778
eInnX-Odd,-1.422222221
eInnX-Odd,-1.653703702
eInnX-Odd,2.785185186
eInnX-Odd,-4.187037037
eInnX-Odd,-5.416666667
eInnX-Odd,-1.803703703
eInnX-Odd,-6.981481481
eInnX-Odd,11.89074074
eInnX-Odd,3.385185186
eInnX-Odd,-5.425925926
eInnX-Odd,7.370370371
eInnX-Odd,-16.07037037
eInnX-Odd,-8.248148148
eInnX-Odd,0.083333333
eInnX-Odd,-0.312962962
eInnX-Odd,-4.981481481
eInnX-Odd,-3.655555556
eInnX-Odd,-3.268518518
eInnX-Odd,-0.205555554
eInnX-Odd,2.103703704
eInnX-Odd,1.644444444
eInnX-Odd,-8.542592592
eInnX-Odd,-5.322222222
eInnX-Odd,4.735185186
eInnX-Odd,-8.277777778
eInnX-Odd,-5.359259259
eInnX-Odd,-0.987037037
eInnX-Odd,2.677777778
eInnX-Odd,-15.57777778
eInnX-Odd,-6.288888888
eInnX-Odd,-2.5
eInnX-Odd,4.974074074
eInnX-Odd,-3.581481481
eInnX-Odd,-13.34074074
eInnX-Odd,-6.018518518
eInnX-Odd,-5.49074074
eInnX-Odd,-10.17592593
eInnX-Odd,-0.933333333
eInnX-Odd,-6.192592592
eInnX-Odd,-1.611111111
eInnX-Odd,-7.107407407
eInnX-Odd,5.52962963
eInnX-Odd,-4.072222222
eInnX-Odd,-1.588888888
eInnX-Odd,1.85
eInnX-Odd,2.687037038
eInnX-Odd,1.466666667
eInnX-Odd,-9.544444444
eInnX-Odd,-5.183333333
eInnX-Odd,-7.466666667
eInnX-Odd,-13.53888889
eInnX-Odd,4.06851852
eInnX-Odd,-2.503703703
eInnX-Odd,-3.444444444
eInnX-Odd,2.516666668
eInnX-Odd,-2.364814814
eInnX-Odd,-9.072222222
eInnX-Odd,0.696296298
eInnX-Odd,-4.003703703
eInnX-Odd,-1.544444444
eInnX-Odd,-1.005555556
eInnX-Odd,-13.27222222
eInnX-Odd,-0.825925926
eInnX-Odd,-0.248148148
eInnX-Odd,-8.735185184
eInnX-Odd,3.585185186
eInnX-Odd,8.174074074
eInnX-Odd,-4.485185184
eInnX-Odd,-1.968518518
eInnX-Odd,-2.527777778
eInnX-Odd,1.624074074
eInnX-Odd,-1.62037037
eInnX-Odd,-2.62037037
eInnX-Odd,3.622222223
eInnX-Odd,0.788888889
eInnX-Odd,-3.67037037
eInnX-Odd,0.735185186
eInnX-Odd,1.685185186
eInnX-Odd,-4.829629629
eInnX-Odd,-8.875925926
eInnX-Odd,5.796296297
eInnX-Odd,-3.357407407
eInnX-Odd,-3.216666667
eInnX-Odd,5.468518519
eInnX-Odd,-8.377777778
eInnX-Odd,-3.587037037
eInnX-Odd,-0.287037037
eInnX-Odd,2.177777779
eInnX-Odd,-5.444444444
eInnX-Odd,-0.783333332
eInnX-Odd,-3.025925926
eInnX-Odd,7.853703704
eInnX-Odd,2.664814816
eInnX-Odd,-9.894444444
eInnX-Odd,-1.655555556
eInnX-Odd,-2.748148148
eInnX-Odd,2.607407408
eInnX-Odd,1.75
eInnX-Odd,-10.22777778
eInnX-Odd,-0.125925926
eInnX-Odd,-2.381481481
eInnX-Odd,-0.733333333
eInnX-Odd,9.133333334
eInnX-Odd,-5.611111111
eInnX-Odd,3.083333334
eInnX-Odd,-10.17222222
eInnX-Odd,-2.218518518
eInnX-Odd,-1.511111111
eInnX-Odd,-1.025925926
eInnX-Odd,-2.964814814
eInnX-Odd,-5.255555554
eInnX-Odd,-5.461111111
eInnX-Odd,-3.744444444
eInnX-Odd,-8.664814814
eInnX-Odd,-8.009259259
eInnX-Odd,-3.537037037
eInnX-Odd,-6.364814814
eInnX-Odd,-1.737037037
eInnX-Odd,-5.1
eInnX-Odd,5.690740741
eInnX-Odd,-2.966666667
eInnX-Odd,-1.972222222
eInnX-Odd,0.896296297
eInnX-Odd,0.920370371
eInnX-Odd,3.512962963
eInnX-Odd,0.966666667
eInnX-Odd,-4.405555556
eInnX-Odd,-1.681481481
eInnX-Odd,-1.824074073
eInnX-Odd,-12.63333333
eInnX-Odd,6.56851852
eInnX-Odd,-1.081481481
eInnX-Odd,10.54074074
eInnX-Odd,-5.137037037
eInnX-Odd,10.71481482
eInnX-Odd,-4.55
eInnX-Odd,0.485185186
eInnX-Odd,0.961111111
eInnX-Odd,-6.116666667
eInnX-Odd,7.638888889
eInnX-Odd,-1.342592592
eInnX-Odd,-0.951851851
eInnX-Odd,-0.274074073
eInnX-Odd,-6.114814814
eInnX-Odd,-0.148148148
eInnX-Odd,0.690740741
eInnX-Odd,-0.322222222
eInnX-Odd,2.740740741
eInnX-Odd,-2.375925926
eInnX-Odd,8.157407408
eInnX-Odd,6.783333333
eInnX-Odd,-1.435185184
eInnX-Odd,6.524074074
eInnX-Odd,2.348148149
eInnX-Odd,5.964814816
eInnX-Odd,0.535185186
eInnX-Odd,0.162962963
eInnX-Odd,-2.977777778
eInnX-Odd,0.090740741
eInnX-Odd,-7.759259259
eInnX-Odd,7.005555556
eInnX-Odd,-17.34444444
eInnX-Odd,-6.905555556
eInnX-Odd,-6.2
eInnX-Odd,-7.011111111
eInnX-Odd,2.525925927
eInnX-Odd,4.562962963
eInnX-Odd,-9.675925926
eInnX-Odd,-2.325925926
eInnX-Odd,1.435185186
eInnX-Odd,2.112962963
eInnX-Odd,2.462962963
eInnX-Odd,-7.483333333
eInnX-Odd,-4
eInnX-Odd,-6.911111111
eInnX-Odd,-0.562962962
eInnX-Odd,-3.122222222
eInnX-Odd,-5.188888889
eInnX-Odd,4.498148149
eInnX-Odd,3.418518519
eInnX-Odd,-5.166666667
eInnX-Odd,-19.73333333
eInnX-Odd,0.438888889
eInnX-Odd,5.22962963
eInnX-Odd,-10.47407407
eInnX-Odd,5.770370371
eInnX-Odd,2.133333334
eInnX-Odd,-1.051851851
eInnX-Odd,-0.792592592
eInnX-Odd,11.87962963
eInnX-Odd,6.920370371
eInnX-Odd,1.772222222
eInnX-Odd,-5.038888889
eInnX-Odd,-11.33333333
eInnX-Odd,8.185185186
eInnX-Odd,-9.87037037
eInnX-Odd,-8.487037037
eInnX-Odd,1.277777778
eInnX-Odd,-3.7
eInnX-Odd,-9.561111111
eInnX-Odd,2.22962963
eInnX-Odd,-2.02037037
eInnX-Odd,-3.966666666
eInnX-Odd,-13.18888889
eInnX-Odd,-0.396296296
eInnX-Odd,-1.557407407
eInnX-Odd,0.151851852
eInnX-Odd,-4.94074074
eInnX-Odd,4.535185186
eInnX-Odd,-7.722222221
eInnX-Odd,0.687037038
eInnX-Odd,-3.818518518
eInnX-Odd,2.08888889
eInnX-Odd,-2.144444444
eInnX-Odd,-5.866666667
eInnX-Odd,-3.144444444
eInnX-Odd,-2.059259259
eInnX-Odd,2.011111111
eInnX-Odd,-10.65555556
eInnX-Odd,-4.374074073
eInnX-Odd,-0.95
eInnX-Odd,-2.655555556
eInnX-Odd,-4.331481481
eInnX-Odd,-3.111111111
eInnX-Odd,-4.309259259
eInnX-Odd,-7.485185184
eInnX-Odd,-1.888888889
eInnX-Odd,-2.598148148
eInnX-Odd,1.635185186
eInnX-Odd,-2.211111111
eInnX-Odd,-2.698148148
eInnX-Odd,-2.14074074
eInnX-Odd,4.657407408
eInnX-Odd,-4.298148148
eInnX-Odd,-0.222222222
eInnX-Odd,-5.946296296
eInnX-Odd,-3.248148148
eInnX-Odd,2.8
eInnX-Odd,-4.97037037
eInnX-Odd,3.816666667
eInnX-Odd,1.890740741
eInnX-Odd,-7.029629629
eInnX-Odd,-4.098148148
eInnX-Odd,5.816666667
eInnX-Odd,1.625925927
eInnX-Odd,-5.248148148
eInnX-Odd,-7.466666667
eInnX-Odd,-2.087037037
eInnX-Odd,-1.133333333
eInnX-Odd,-11.43888889
eInnX-Odd,-0.977777778
eInnX-Odd,-6.405555556
eInnX-Odd,-0.031481481
eInnX-Odd,6.85925926
eInnX-Odd,-9.188888889
eInnX-Odd,-7.129629629
eInnX-Odd,4.281481482
eInnX-Odd,-9.285185184
eInnX-Odd,-3.881481481
eInnX-Odd,-1.425925926
eInnX-Odd,-5.166666667
eInnX-Odd,-15.07037037
eInnX-Odd,-0.155555556
eInnX-Odd,-4.964814814
eInnX-Odd,5.65925926
eInnX-Odd,2.716666668
eInnX-Odd,3.233333333
eInnX-Odd,2.598148149
eInnX-Odd,-0.275925926
eInnX-Odd,-3.362962962
