population,deltaPropEclose
fInnY-Odd,0.048
fInnY-Odd,0.08
fInnY-Odd,0.129
fInnY-Odd,0.024
fInnY-Odd,0.047
fInnY-Odd,1.11E-16
fInnY-Odd,0.111
fInnY-Odd,0.011
fInnY-Odd,0.165
fInnY-Odd,0.137
fInnY-Odd,0.086
fInnY-Odd,0.083
fInnY-Odd,0.029
fInnY-Odd,0.095
fInnY-Odd,0.086
fInnY-Odd,0.129
fInnY-Odd,0.013
fInnY-Odd,0.107
fInnY-Odd,0.19
fInnY-Odd,0.074
fInnY-Odd,0.081
fInnY-Odd,0.099
fInnY-Odd,0.081
fInnY-Odd,0.091
fInnY-Odd,0.055
fInnY-Odd,0.007
fInnY-Odd,0.109
fInnY-Odd,0.141
fInnY-Odd,0.105
fInnY-Odd,0.08
fInnY-Odd,0.112
fInnY-Odd,0.038
fInnY-Odd,0.082
fInnY-Odd,0.016
fInnY-Odd,0.102
fInnY-Odd,0.081
fInnY-Odd,-0.007
fInnY-Odd,-0.036
fInnY-Odd,0.096
fInnY-Odd,-0.037
fInnY-Odd,0.095
fInnY-Odd,0.032
fInnY-Odd,0.12
fInnY-Odd,0.075
fInnY-Odd,0.075
fInnY-Odd,0.102
fInnY-Odd,0.071
fInnY-Odd,0.162
fInnY-Odd,0.087
fInnY-Odd,-0.001
fInnY-Odd,0.008
fInnY-Odd,0.016
fInnY-Odd,0.006
fInnY-Odd,0.09
fInnY-Odd,0.127
fInnY-Odd,0.059
fInnY-Odd,0.077
fInnY-Odd,0.085
fInnY-Odd,0.02
fInnY-Odd,0.073
fInnY-Odd,0.038
fInnY-Odd,0.006
fInnY-Odd,0.07
fInnY-Odd,-0.02
fInnY-Odd,-0.003
fInnY-Odd,0.101
fInnY-Odd,0.123
fInnY-Odd,0.111
fInnY-Odd,0.075
fInnY-Odd,0.005
fInnY-Odd,0.018
fInnY-Odd,0.044
fInnY-Odd,0.143
fInnY-Odd,0.117
fInnY-Odd,0.116
fInnY-Odd,0.079
fInnY-Odd,0.155
fInnY-Odd,0.093
fInnY-Odd,0.059
fInnY-Odd,0.142
fInnY-Odd,0.156
fInnY-Odd,0.177
fInnY-Odd,0.121
fInnY-Odd,0.101
fInnY-Odd,0.157
fInnY-Odd,0.044
fInnY-Odd,0.061
fInnY-Odd,0.027
fInnY-Odd,0.037
fInnY-Odd,0.067
fInnY-Odd,0.2
fInnY-Odd,0.034
fInnY-Odd,0.125
fInnY-Odd,0.126
fInnY-Odd,0.052
fInnY-Odd,0.062
fInnY-Odd,0.158
fInnY-Odd,0.061
fInnY-Odd,-0.031
fInnY-Odd,0.102
fInnY-Odd,0.192
fInnY-Odd,0.013
fInnY-Odd,0.135
fInnY-Odd,-0.009
fInnY-Odd,0.06
fInnY-Odd,0.111
fInnY-Odd,0.029
fInnY-Odd,0.166
fInnY-Odd,0.053
fInnY-Odd,0.049
fInnY-Odd,0.125
fInnY-Odd,0.09
fInnY-Odd,0.145
fInnY-Odd,0.067
fInnY-Odd,0.039
fInnY-Odd,0.099
fInnY-Odd,0.047
fInnY-Odd,0.046
fInnY-Odd,0.047
fInnY-Odd,0.088
fInnY-Odd,0.062
fInnY-Odd,0.117
fInnY-Odd,0.092
fInnY-Odd,0.092
fInnY-Odd,0.118
fInnY-Odd,0.151
fInnY-Odd,0.105
fInnY-Odd,0.004
fInnY-Odd,0.059
fInnY-Odd,0.03
fInnY-Odd,0.117
fInnY-Odd,0.083
fInnY-Odd,0.068
fInnY-Odd,0.091
fInnY-Odd,0.082
fInnY-Odd,0.078
fInnY-Odd,0.025
fInnY-Odd,0.104
fInnY-Odd,0.049
fInnY-Odd,-0.006
fInnY-Odd,0.102
fInnY-Odd,0.031
fInnY-Odd,0.137
fInnY-Odd,0.212
fInnY-Odd,-0.02
fInnY-Odd,0.081
fInnY-Odd,0.058
fInnY-Odd,0.177
fInnY-Odd,0.16
fInnY-Odd,0.093
fInnY-Odd,0.054
fInnY-Odd,0.029
fInnY-Odd,-0.045
fInnY-Odd,0.151
fInnY-Odd,0.175
fInnY-Odd,0.107
fInnY-Odd,0.008
fInnY-Odd,-0.026
fInnY-Odd,0.05
fInnY-Odd,0.134
fInnY-Odd,0.146
fInnY-Odd,0.065
fInnY-Odd,0.132
fInnY-Odd,0.111
fInnY-Odd,0.087
fInnY-Odd,0.077
fInnY-Odd,0.18
fInnY-Odd,0.026
fInnY-Odd,0.07
fInnY-Odd,0.011
fInnY-Odd,0.15
fInnY-Odd,0.007
fInnY-Odd,0.021
fInnY-Odd,0.074
fInnY-Odd,0.093
fInnY-Odd,0.19
fInnY-Odd,0.151
fInnY-Odd,0.126
fInnY-Odd,0.071
fInnY-Odd,0
fInnY-Odd,0.083
fInnY-Odd,0.164
fInnY-Odd,0.095
fInnY-Odd,0.016
fInnY-Odd,0.05
fInnY-Odd,0.042
fInnY-Odd,0.115
fInnY-Odd,0.071
fInnY-Odd,0.056
fInnY-Odd,0.016
fInnY-Odd,0.048
fInnY-Odd,0.07
fInnY-Odd,0.1
fInnY-Odd,0.092
fInnY-Odd,0.148
fInnY-Odd,0.1
fInnY-Odd,0.078
fInnY-Odd,0.143
fInnY-Odd,0.055
fInnY-Odd,0.019
fInnY-Odd,0.192
fInnY-Odd,0.122
fInnY-Odd,0.185
fInnY-Odd,0.151
fInnY-Odd,0.046
fInnY-Odd,0.136
fInnY-Odd,-0.017
fInnY-Odd,0.088
fInnY-Odd,0.053
fInnY-Odd,0.084
fInnY-Odd,0.003
fInnY-Odd,0.053
fInnY-Odd,0.089
fInnY-Odd,0.099
fInnY-Odd,0.074
fInnY-Odd,0.132
fInnY-Odd,0.127
fInnY-Odd,0.109
fInnY-Odd,0.071
fInnY-Odd,0.045
fInnY-Odd,0.048
fInnY-Odd,0.142
fInnY-Odd,-0.03
fInnY-Odd,0.061
fInnY-Odd,0.015
fInnY-Odd,0.115
fInnY-Odd,0.119
fInnY-Odd,0.098
fInnY-Odd,0.043
fInnY-Odd,0.065
fInnY-Odd,0.066
fInnY-Odd,0.065
fInnY-Odd,0.01
fInnY-Odd,0.085
fInnY-Odd,0.033
fInnY-Odd,0.109
fInnY-Odd,0.168
fInnY-Odd,0.031
fInnY-Odd,-0.012
fInnY-Odd,0.064
fInnY-Odd,0.109
fInnY-Odd,0.054
fInnY-Odd,0.121
fInnY-Odd,0.058
fInnY-Odd,0.098
fInnY-Odd,0.13
fInnY-Odd,0.097
fInnY-Odd,0.143
fInnY-Odd,-0.064
fInnY-Odd,0.107
fInnY-Odd,0.1
fInnY-Odd,0.049
fInnY-Odd,0.081
fInnY-Odd,0.117
fInnY-Odd,0.106
fInnY-Odd,0.105
fInnY-Odd,0.052
fInnY-Odd,0.152
fInnY-Odd,0.017
fInnY-Odd,0.08
fInnY-Odd,0.145
fInnY-Odd,0.161
fInnY-Odd,0.189
fInnY-Odd,0.06
fInnY-Odd,0.058
fInnY-Odd,0.028
fInnY-Odd,0.105
fInnY-Odd,0.067
fInnY-Odd,0.193
fInnY-Odd,0.042
fInnY-Odd,0.153
fInnY-Odd,0.093
fInnY-Odd,0.047
fInnY-Odd,-0.054
fInnY-Odd,-0.001
fInnY-Odd,0.053
fInnY-Odd,0.049
fInnY-Odd,0.156
fInnY-Odd,0.086
fInnY-Odd,-0.007
fInnY-Odd,0.153
fInnY-Odd,0.051
fInnY-Odd,-0.001
fInnY-Odd,0.121
fInnY-Odd,0.014
fInnY-Odd,0.051
fInnY-Odd,0.113
fInnY-Odd,0.117
fInnY-Odd,0.143
fInnY-Odd,0.07
fInnY-Odd,0.064
fInnY-Odd,0.005
fInnY-Odd,0
fInnY-Odd,0.082
fInnY-Odd,0.042
fInnY-Odd,0.12
fInnY-Odd,0.027
fInnY-Odd,0.035
fInnY-Odd,-0.001
fInnY-Odd,0.11
fInnY-Odd,0.11
fInnY-Odd,0.069
fInnY-Odd,0.068
fInnY-Odd,0.095
fInnY-Odd,0.152
fInnY-Odd,0.108
fInnY-Odd,0.063
fInnY-Odd,0.105
fInnY-Odd,0.142
fInnY-Odd,0.15
fInnY-Odd,0.017
fInnY-Odd,0.135
fInnY-Odd,0.02
fInnY-Odd,0.102
fInnY-Odd,0.115
fInnY-Odd,0.076
fInnY-Odd,0.045
fInnY-Odd,0.103
fInnY-Odd,0.067
fInnY-Odd,0.073
fInnY-Odd,0.003
fInnY-Odd,0.026
fInnY-Odd,0.012
fInnY-Odd,0.085
fInnY-Odd,0.098
fInnY-Odd,0.087
fInnY-Odd,0.104
fInnY-Odd,0.216
fInnY-Odd,0.01
fInnY-Odd,0.085
fInnY-Odd,0.088
fInnY-Odd,0.078
fInnY-Odd,0.086
fInnY-Odd,0.087
fInnY-Odd,0.075
fInnY-Odd,0.101
fInnY-Odd,0.03
fInnY-Odd,0.043
fInnY-Odd,0.101
fInnY-Odd,0.117
fInnY-Odd,0.074
fInnY-Odd,0.127
fInnY-Odd,0.062
fInnY-Odd,0.087
fInnY-Odd,0.167
fInnY-Odd,0.056
fInnY-Odd,0.005
fInnY-Odd,0.07
fInnY-Odd,0.015
fInnY-Odd,0.059
fInnY-Odd,0.198
fInnY-Odd,0.076
fInnY-Odd,0.159
fInnY-Odd,0.019
fInnY-Odd,0.002
fInnY-Odd,0.03
fInnY-Odd,0.201
fInnY-Odd,0.008
fInnY-Odd,0.105
fInnY-Odd,0.114
fInnY-Odd,0.058
fInnY-Odd,0.091
fInnY-Odd,0.09
fInnY-Odd,0.09
fInnY-Odd,0.074
fInnY-Odd,0.128
fInnY-Odd,0.153
fInnY-Odd,0.13
fInnY-Odd,0.116
fInnY-Odd,0.019
fInnY-Odd,0.023
fInnY-Odd,0.065
fInnY-Odd,0.103
fInnY-Odd,0.112
fInnY-Odd,0.078
fInnY-Odd,0.069
fInnY-Odd,0.129
fInnY-Odd,0.167
fInnY-Odd,0.044
fInnY-Odd,0.063
fInnY-Odd,0.102
fInnY-Odd,0.047
fInnY-Odd,0.164
fInnY-Odd,0.188
fInnY-Odd,0.103
fInnY-Odd,0.088
fInnY-Odd,0.045
fInnY-Odd,0.119
fInnY-Odd,0.088
fInnY-Odd,0.106
fInnY-Odd,0.037
fInnY-Odd,0.12
fInnY-Odd,0.103
fInnY-Odd,0.108
fInnY-Odd,0.047
fInnY-Odd,0.077
fInnY-Odd,0.144
fInnY-Odd,0.164
fInnY-Odd,0.087
fInnY-Odd,0.065
fInnY-Odd,0.055
fInnY-Odd,0.043
fInnY-Odd,0.159
fInnY-Odd,-0.039
fInnY-Odd,0.099
fInnY-Odd,0.087
fInnY-Odd,0.075
fInnY-Odd,0.118
fInnY-Odd,0.076
fInnY-Odd,0.088
fInnY-Odd,0.063
fInnY-Odd,0.118
fInnY-Odd,0.115
fInnY-Odd,0.041
fInnY-Odd,0.114
fInnY-Odd,0.141
fInnY-Odd,0.12
fInnY-Odd,0.107
fInnY-Odd,0.035
fInnY-Odd,0.056
fInnY-Odd,0.049
fInnY-Odd,-0.007
fInnY-Odd,0.047
fInnY-Odd,0.051
fInnY-Odd,0.119
fInnY-Odd,0.195
fInnY-Odd,0.061
fInnY-Odd,0.077
fInnY-Odd,0.073
fInnY-Odd,-0.005
fInnY-Odd,0.037
fInnY-Odd,0.038
fInnY-Odd,0.101
fInnY-Odd,0.07
fInnY-Odd,0.11
fInnY-Odd,0.148
fInnY-Odd,0.127
fInnY-Odd,0.125
fInnY-Odd,0.117
fInnY-Odd,0.01
fInnY-Odd,0.087
fInnY-Odd,0.184
fInnY-Odd,0.031
fInnY-Odd,0.123
fInnY-Odd,0.115
fInnY-Odd,0.015
fInnY-Odd,0.06
fInnY-Odd,0.046
fInnY-Odd,0.046
fInnY-Odd,0.07
fInnY-Odd,0.142
fInnY-Odd,0.121
fInnY-Odd,0.122
fInnY-Odd,0.099
fInnY-Odd,0.052
fInnY-Odd,0.097
fInnY-Odd,0.092
fInnY-Odd,0.066
fInnY-Odd,0.092
fInnY-Odd,0.058
fInnY-Odd,0.023
fInnY-Odd,0.049
fInnY-Odd,0.083
fInnY-Odd,0.088
fInnY-Odd,0.157
fInnY-Odd,0.118
fInnY-Odd,0.108
fInnY-Odd,0.123
fInnY-Odd,0.228
fInnY-Odd,0.118
fInnY-Odd,0.166
fInnY-Odd,0.054
fInnY-Odd,-0.013
fInnY-Odd,0.114
fInnY-Odd,0.114
fInnY-Odd,0.044
fInnY-Odd,0.097
fInnY-Odd,0.118
fInnY-Odd,0.157
fInnY-Odd,0.042
fInnY-Odd,0.033
fInnY-Odd,0.082
fInnY-Odd,0.034
fInnY-Odd,-0.013
fInnY-Odd,0.116
fInnY-Odd,0.028
fInnY-Odd,-0.042
fInnY-Odd,0.117
fInnY-Odd,0.078
fInnY-Odd,0.154
fInnY-Odd,0.176
fInnY-Odd,0.211
fInnY-Odd,0.095
fInnY-Odd,0.133
fInnY-Odd,0.103
fInnY-Odd,-0.038
fInnY-Odd,0.033
fInnY-Odd,0.05
fInnY-Odd,0.099
fInnY-Odd,0.078
fInnY-Odd,0.134
fInnY-Odd,0.106
fInnY-Odd,0.082
fInnY-Odd,0.018
fInnY-Odd,0.014
fInnY-Odd,0.073
fInnY-Odd,0.041
fInnY-Odd,0.133
fInnY-Odd,0.169
fInnY-Odd,0.126
fInnY-Odd,0.002
fInnY-Odd,0.005
fInnY-Odd,0.027
fInnY-Odd,0.079
fInnY-Odd,0.138
fInnY-Odd,0.098
fInnY-Odd,0.087
fInnY-Odd,0.113
fInnY-Odd,0.018
fInnY-Odd,0.079
fInnY-Odd,0.177
fInnY-Odd,0.123
fInnY-Odd,0.041
fInnY-Odd,0.118
fInnY-Odd,0.109
fInnY-Odd,0.095
fInnY-Odd,0.082
fInnY-Odd,0.025
fInnY-Odd,0.032
fInnY-Odd,0.163
fInnY-Odd,0.043
fInnY-Odd,0.053
fInnY-Odd,0.035
fInnY-Odd,0.108
fInnY-Odd,0.08
fInnY-Odd,0.112
fInnY-Odd,0.152
fInnY-Odd,0.041
fInnY-Odd,0.073
fInnY-Odd,0.203
fInnY-Odd,0.082
fInnY-Odd,0.062
fInnY-Odd,0.065
fInnY-Odd,0.1
fInnY-Odd,0.129
fInnY-Odd,0.113
fInnY-Odd,0.075
fInnY-Odd,0.057
fInnY-Odd,0.162
fInnY-Odd,0.098
fInnY-Odd,0.153
fInnY-Odd,0.129
fInnY-Odd,0.108
fInnY-Odd,0.085
fInnY-Odd,0.132
fInnY-Odd,0.086
fInnY-Odd,0.131
fInnY-Odd,0.101
fInnY-Odd,0.07
fInnY-Odd,0.07
fInnY-Odd,0.066
fInnY-Odd,-0.017
fInnY-Odd,0.195
fInnY-Odd,0.107
fInnY-Odd,0.045
fInnY-Odd,0.053
fInnY-Odd,0.113
fInnY-Odd,0.077
fInnY-Odd,0.075
fInnY-Odd,0.007
fInnY-Odd,0.148
fInnY-Odd,0.072
fInnY-Odd,0.081
fInnY-Odd,0.034
fInnY-Odd,0.071
fInnY-Odd,0.124
fInnY-Odd,0.1
fInnY-Odd,0.079
fInnY-Odd,0.169
fInnY-Odd,-0.031
fInnY-Odd,0.06
fInnY-Odd,0.13
fInnY-Odd,0.089
fInnY-Odd,0.055
fInnY-Odd,0.122
fInnY-Odd,0.132
fInnY-Odd,0.061
fInnY-Odd,0.096
fInnY-Odd,0.156
fInnY-Odd,0.049
fInnY-Odd,-0.005
fInnY-Odd,0.204
fInnY-Odd,0.05
fInnY-Odd,1.11E-16
fInnY-Odd,0.098
fInnY-Odd,0.131
fInnY-Odd,0.163
fInnY-Odd,0.121
fInnY-Odd,-0.073
fInnY-Odd,0.113
fInnY-Odd,0.125
fInnY-Odd,0.072
fInnY-Odd,0.06
fInnY-Odd,0.089
fInnY-Odd,0.094
fInnY-Odd,0.086
fInnY-Odd,0.003
fInnY-Odd,0.111
fInnY-Odd,0.084
fInnY-Odd,0.143
fInnY-Odd,0.086
fInnY-Odd,0.085
fInnY-Odd,0.124
fInnY-Odd,0.154
fInnY-Odd,0.099
fInnY-Odd,0.145
fInnY-Odd,0.146
fInnY-Odd,0.105
fInnY-Odd,0.217
fInnY-Odd,0.026
fInnY-Odd,0.056
fInnY-Odd,0.084
fInnY-Odd,-0.023
fInnY-Odd,0.148
fInnY-Odd,0.021
fInnY-Odd,0.041
fInnY-Odd,0.133
fInnY-Odd,0.054
fInnY-Odd,-0.001
fInnY-Odd,0.1
fInnY-Odd,0.055
fInnY-Odd,0.045
fInnY-Odd,0.048
fInnY-Odd,0.147
fInnY-Odd,0.114
fInnY-Odd,0.12
fInnY-Odd,0.085
fInnY-Odd,0.127
fInnY-Odd,0.037
fInnY-Odd,0.138
fInnY-Odd,0.127
fInnY-Odd,0.126
fInnY-Odd,-0.002
fInnY-Odd,0.135
fInnY-Odd,0.08
fInnY-Odd,0.013
fInnY-Odd,0.079
fInnY-Odd,0.05
fInnY-Odd,0.129
fInnY-Odd,0.11
fInnY-Odd,0.12
fInnY-Odd,0.18
fInnY-Odd,0.166
fInnY-Odd,0.11
fInnY-Odd,0.134
fInnY-Odd,0.06
fInnY-Odd,0.115
fInnY-Odd,0.053
fInnY-Odd,0.027
fInnY-Odd,-0.005
fInnY-Odd,0.105
fInnY-Odd,0.133
fInnY-Odd,0.101
fInnY-Odd,0.18
fInnY-Odd,0.058
fInnY-Odd,0.039
fInnY-Odd,0.058
fInnY-Odd,0.032
fInnY-Odd,0.109
fInnY-Odd,0.118
fInnY-Odd,0.117
fInnY-Odd,-0.006
fInnY-Odd,0.034
fInnY-Odd,0.087
fInnY-Odd,-0.025
fInnY-Odd,0.02
fInnY-Odd,0.108
fInnY-Odd,0.132
fInnY-Odd,0.014
fInnY-Odd,0.084
fInnY-Odd,0.136
fInnY-Odd,0.131
fInnY-Odd,0.094
fInnY-Odd,0.097
fInnY-Odd,0.155
fInnY-Odd,0.047
fInnY-Odd,0.077
fInnY-Odd,0.055
fInnY-Odd,0.127
fInnY-Odd,0.116
fInnY-Odd,0.048
fInnY-Odd,0.05
fInnY-Odd,0.03
fInnY-Odd,0.007
fInnY-Odd,0.033
fInnY-Odd,0.141
fInnY-Odd,0.064
fInnY-Odd,0.083
fInnY-Odd,0.038
fInnY-Odd,0.022
fInnY-Odd,0.035
fInnY-Odd,0.064
fInnY-Odd,0.139
fInnY-Odd,0.143
fInnY-Odd,0.099
fInnY-Odd,0.115
fInnY-Odd,0.112
fInnY-Odd,0.137
fInnY-Odd,0.179
fInnY-Odd,0.05
fInnY-Odd,0.116
fInnY-Odd,0.159
fInnY-Odd,0.082
fInnY-Odd,0.001
fInnY-Odd,0.027
fInnY-Odd,0.051
fInnY-Odd,0.121
fInnY-Odd,0.064
fInnY-Odd,0.042
fInnY-Odd,0.023
fInnY-Odd,0.058
fInnY-Odd,-0.014
fInnY-Odd,0.144
fInnY-Odd,0.114
fInnY-Odd,0.155
fInnY-Odd,0.084
fInnY-Odd,0.1
fInnY-Odd,0.043
fInnY-Odd,0.038
fInnY-Odd,0.125
fInnY-Odd,0.063
fInnY-Odd,0.069
fInnY-Odd,0.03
fInnY-Odd,0.045
fInnY-Odd,0.099
fInnY-Odd,0.128
fInnY-Odd,0.029
fInnY-Odd,0.069
fInnY-Odd,0.09
fInnY-Odd,0.052
fInnY-Odd,0.064
fInnY-Odd,0.011
fInnY-Odd,0.119
fInnY-Odd,0.17
fInnY-Odd,-0.002
fInnY-Odd,-0.009
fInnY-Odd,0.091
fInnY-Odd,-0.006
fInnY-Odd,0.08
fInnY-Odd,0.117
fInnY-Odd,0.074
fInnY-Odd,0.088
fInnY-Odd,0.041
fInnY-Odd,0.097
fInnY-Odd,0.026
fInnY-Odd,0.054
fInnY-Odd,0.126
fInnY-Odd,0.132
fInnY-Odd,0.117
fInnY-Odd,0.064
fInnY-Odd,0.096
fInnY-Odd,0.052
fInnY-Odd,0.033
fInnY-Odd,0.025
fInnY-Odd,0
fInnY-Odd,-0.032
fInnY-Odd,0.02
fInnY-Odd,0.06
fInnY-Odd,0.136
fInnY-Odd,0.122
fInnY-Odd,0.167
fInnY-Odd,0.065
fInnY-Odd,0.068
fInnY-Odd,0.112
fInnY-Odd,0.12
fInnY-Odd,0.038
fInnY-Odd,0.086
fInnY-Odd,0.051
fInnY-Odd,0.039
fInnY-Odd,0.024
fInnY-Odd,0.13
fInnY-Odd,0.056
fInnY-Odd,0.001
fInnY-Odd,0.154
fInnY-Odd,0.078
fInnY-Odd,0.112
fInnY-Odd,0.001
fInnY-Odd,-0.007
fInnY-Odd,0.114
fInnY-Odd,0.192
fInnY-Odd,0.013
fInnY-Odd,0.175
fInnY-Odd,0.039
fInnY-Odd,0.123
fInnY-Odd,0.096
fInnY-Odd,0.171
fInnY-Odd,0.05
fInnY-Odd,-0.003
fInnY-Odd,0.135
fInnY-Odd,0.143
fInnY-Odd,0.115
fInnY-Odd,0.039
fInnY-Odd,0.052
fInnY-Odd,0.026
fInnY-Odd,0.127
fInnY-Odd,0.066
fInnY-Odd,0.08
fInnY-Odd,0.151
fInnY-Odd,0.109
fInnY-Odd,0.068
fInnY-Odd,0.078
fInnY-Odd,0.091
fInnY-Odd,0.031
fInnY-Odd,-0.04
fInnY-Odd,0.008
fInnY-Odd,0.098
fInnY-Odd,0.008
fInnY-Odd,0.073
fInnY-Odd,0.123
fInnY-Odd,0.126
fInnY-Odd,0.083
fInnY-Odd,0.118
fInnY-Odd,0.002
fInnY-Odd,0.159
fInnY-Odd,0.004
fInnY-Odd,0.148
fInnY-Odd,0.066
fInnY-Odd,0.069
fInnY-Odd,0.114
fInnY-Odd,0.075
fInnY-Odd,0.081
fInnY-Odd,0.053
fInnY-Odd,0.087
fInnY-Odd,0.077
fInnY-Odd,0.121
fInnY-Odd,0.078
fInnY-Odd,0.159
fInnY-Odd,0.097
fInnY-Odd,0.043
fInnY-Odd,0.042
fInnY-Odd,0.084
fInnY-Odd,0.032
fInnY-Odd,0.049
fInnY-Odd,0.13
fInnY-Odd,0.107
fInnY-Odd,0.088
fInnY-Odd,0.034
fInnY-Odd,0.027
fInnY-Odd,0.117
fInnY-Odd,0.096
fInnY-Odd,0.167
fInnY-Odd,0.131
fInnY-Odd,0.142
fInnY-Odd,0.148
fInnY-Odd,0.045
fInnY-Odd,0.123
fInnY-Odd,0.138
fInnY-Odd,0.061
fInnY-Odd,0.159
fInnY-Odd,0.068
fInnY-Odd,0.102
fInnY-Odd,0.057
fInnY-Odd,0.199
fInnY-Odd,0.107
fInnY-Odd,0.087
fInnY-Odd,0.138
fInnY-Odd,0.098
fInnY-Odd,0.098
fInnY-Odd,0.105
fInnY-Odd,0.143
fInnY-Odd,0.138
fInnY-Odd,0.063
fInnY-Odd,0.134
fInnY-Odd,0.042
fInnY-Odd,0.041
fInnY-Odd,0.054
fInnY-Odd,0.103
fInnY-Odd,0.136
fInnY-Odd,0.118
fInnY-Odd,0.113
fInnY-Odd,0.145
fInnY-Odd,0.024
fInnY-Odd,0.094
fInnY-Odd,0.059
fInnY-Odd,0.072
fInnY-Odd,0.051
fInnY-Odd,0.151
fInnY-Odd,0.144
fInnY-Odd,0.132
fInnY-Odd,0.141
fInnY-Odd,0.006
fInnY-Odd,0.118
fInnY-Odd,0.197
fInnY-Odd,0.109
fInnY-Odd,0.032
fInnY-Odd,0.106
fInnY-Odd,0.017
fInnY-Odd,0.094
fInnY-Odd,0.059
fInnY-Odd,0.032
fInnY-Odd,-0.019
fInnY-Odd,0.135
fInnY-Odd,0.078
fInnY-Odd,0.03
fInnY-Odd,0.092
fInnY-Odd,0.16
fInnY-Odd,0.103
fInnY-Odd,0.141
fInnY-Odd,-0.029
fInnY-Odd,0.114
fInnY-Odd,0.128
fInnY-Odd,0.144
fInnY-Odd,0.08
fInnY-Odd,0.107
fInnY-Odd,0.055
fInnY-Odd,0.118
fInnY-Odd,0.062
fInnY-Odd,0.007
fInnY-Odd,0.114
fInnY-Odd,0.243
fInnY-Odd,0.076
fInnY-Odd,0.098
fInnY-Odd,0.052
fInnY-Odd,0.094
fInnY-Odd,0.076
fInnY-Odd,0.122
fInnY-Odd,0.135
fInnY-Odd,0.057
fInnY-Odd,0.092
fInnY-Odd,0.11
fInnY-Odd,0.133
fInnY-Odd,0.093
fInnY-Odd,0.021
fInnY-Odd,0.095
fInnY-Odd,-0.01
fInnY-Odd,0.179
fInnY-Odd,0.047
fInnY-Odd,0.129
fInnY-Odd,0.173
fInnY-Odd,-0.06
fInnY-Odd,0.108
fInnY-Odd,0.079
fInnY-Odd,0.01
fInnY-Odd,0.196
fInnY-Odd,-0.028
fInnY-Odd,0.072
fInnY-Odd,0.054
fInnY-Odd,0.086
fInnY-Odd,0.053
fInnY-Odd,0.025
fInnY-Odd,0.101
fInnY-Odd,0.071
fInnY-Odd,0.063
fInnY-Odd,0.073
fInnY-Odd,0.068
fInnY-Odd,0.092
fInnY-Odd,0.07
fInnY-Odd,0.054
fInnY-Odd,0.096
fInnY-Odd,0.159
fInnY-Odd,0.111
fInnY-Odd,0.076
fInnY-Odd,0.12
fInnY-Odd,0.124
fInnY-Odd,0.105
fInnY-Odd,0.071
fInnY-Odd,0.079
fInnY-Odd,0.034
fInnY-Odd,0.054
fInnY-Odd,0.147
fInnY-Odd,0.132
fInnY-Odd,0.126
fInnY-Odd,0.101
fInnY-Odd,0.067
fInnY-Odd,0.026
fInnY-Odd,0.001
fInnY-Odd,0.103
fInnY-Odd,0.094
fInnY-Odd,0.118
fInnY-Odd,0.113
fInnY-Odd,0.106
fInnY-Odd,0.104
fInnY-Odd,0.024
fInnY-Odd,0.085
fInnY-Odd,0.103
fInnY-Odd,0.072
fInnY-Odd,0.078
fInnY-Odd,0.091
fInnY-Odd,0.149
fInnY-Odd,0.108
fInnY-Odd,0.064
fInnY-Odd,0.028
fInnY-Odd,0.108
fInnY-Odd,-0.043
fInnY-Odd,0.133
fInnY-Odd,0.117
fInnY-Odd,-0.025
fInnY-Odd,0.107
fInnY-Odd,0.012
fInnY-Odd,0.086
fInnY-Odd,0.064
fInnY-Odd,0.038
fInnY-Odd,0.125
fInnY-Odd,0.015
fInnY-Odd,0.071
fInnY-Odd,0.051
fInnY-Odd,0.035
fInnY-Odd,0.077
fInnY-Odd,0.047
fInnY-Odd,0.057
fInnY-Odd,0.008
fInnY-Odd,0.062
fInnY-Odd,0.167
fInnY-Odd,0.104
fInnY-Odd,0.013
fInnY-Odd,0.081
fInnY-Odd,0.068
fInnY-Odd,0.115
fInnY-Odd,0.072
fInnY-Odd,-0.011
fInnY-Odd,0.043
fInnY-Odd,0.091
fInnY-Odd,0.176
fInnY-Odd,0.175
fInnY-Odd,0.09
fInnY-Odd,0.133
fInnY-Odd,0.117
fInnY-Odd,0.015
fInnY-Odd,0.084
fInnY-Odd,0.104
fInnY-Odd,-0.026
fInnY-Odd,0.093
fInnY-Odd,0.047
fInnY-Odd,0.143
fInnY-Odd,0.122
fInnY-Odd,0.064
fInnY-Odd,0.093
fInnY-Odd,-0.006
fInnY-Odd,0.118
fInnY-Odd,0.078
fInnY-Odd,0.044
fInnY-Odd,0.166
fInnY-Odd,0.018
fInnY-Odd,0.057
fInnY-Odd,-0.038
fInnY-Odd,0.088
fInnY-Odd,0.201
fInnY-Odd,0.117
fInnY-Odd,-0.034
fInnY-Odd,0.085
fInnY-Odd,0.078
fInnY-Odd,0.066
fInnY-Odd,0.128
fInnY-Odd,0.087
fInnY-Odd,0.028
fInnY-Odd,0.039
fInnY-Odd,0.116
fInnY-Odd,-0.007
fInnY-Odd,0.115
fInnY-Odd,0.157
fInnY-Odd,0.005
fInnY-Odd,0.186
fInnY-Odd,0.103
fInnY-Odd,-0.041
fInnY-Odd,0.146
fInnY-Odd,0.165
fInnY-Odd,0.14
fInnY-Odd,0.092
fInnY-Odd,0.114
fInnY-Odd,-0.016
fInnY-Odd,0.152
